datetime,temperature_2m,relative_humidity_2m,precipitation,snowfall,wind_speed_10m,weather_code,date,hour,weekday,month,year
2021-01-01 00:00:00,-1.0,98,0.0,0.0,6.6,1,2021-01-01,0,Friday,1,2021
2021-01-01 01:00:00,-1.6,98,0.0,0.0,6.5,0,2021-01-01,1,Friday,1,2021
2021-01-01 02:00:00,-0.4,100,0.0,0.0,5.1,0,2021-01-01,2,Friday,1,2021
2021-01-01 03:00:00,-0.6,99,0.0,0.0,5.2,3,2021-01-01,3,Friday,1,2021
2021-01-01 04:00:00,-0.2,100,0.0,0.0,5.1,3,2021-01-01,4,Friday,1,2021
2021-01-01 05:00:00,0.2,100,0.0,0.0,7.1,3,2021-01-01,5,Friday,1,2021
2021-01-01 06:00:00,0.4,100,0.0,0.0,8.1,3,2021-01-01,6,Friday,1,2021
2021-01-01 07:00:00,0.3,100,0.0,0.0,7.4,3,2021-01-01,7,Friday,1,2021
2021-01-01 08:00:00,0.4,99,0.0,0.0,7.1,3,2021-01-01,8,Friday,1,2021
2021-01-01 09:00:00,0.3,98,0.0,0.0,6.6,3,2021-01-01,9,Friday,1,2021
2021-01-01 10:00:00,0.1,97,0.0,0.0,7.4,3,2021-01-01,10,Friday,1,2021
2021-01-01 11:00:00,0.8,96,0.0,0.0,9.8,3,2021-01-01,11,Friday,1,2021
2021-01-01 12:00:00,2.2,93,0.0,0.0,9.9,3,2021-01-01,12,Friday,1,2021
2021-01-01 13:00:00,3.5,90,0.0,0.0,10.2,3,2021-01-01,13,Friday,1,2021
2021-01-01 14:00:00,3.7,87,0.0,0.0,10.7,2,2021-01-01,14,Friday,1,2021
2021-01-01 15:00:00,4.0,86,0.0,0.0,11.4,3,2021-01-01,15,Friday,1,2021
2021-01-01 16:00:00,4.1,86,0.0,0.0,10.7,3,2021-01-01,16,Friday,1,2021
2021-01-01 17:00:00,3.7,88,0.0,0.0,10.5,3,2021-01-01,17,Friday,1,2021
2021-01-01 18:00:00,2.0,93,0.0,0.0,9.4,2,2021-01-01,18,Friday,1,2021
2021-01-01 19:00:00,1.5,94,0.0,0.0,10.0,2,2021-01-01,19,Friday,1,2021
2021-01-01 20:00:00,0.9,95,0.0,0.0,10.6,1,2021-01-01,20,Friday,1,2021
2021-01-01 21:00:00,1.0,95,0.0,0.0,11.3,2,2021-01-01,21,Friday,1,2021
2021-01-01 22:00:00,1.1,95,0.0,0.0,11.0,3,2021-01-01,22,Friday,1,2021
2021-01-01 23:00:00,1.5,93,0.0,0.0,11.8,3,2021-01-01,23,Friday,1,2021
2021-01-02 00:00:00,1.3,93,0.0,0.0,12.3,3,2021-01-02,0,Saturday,1,2021
2021-01-02 01:00:00,1.2,92,0.0,0.0,12.3,3,2021-01-02,1,Saturday,1,2021
2021-01-02 02:00:00,0.6,92,0.0,0.0,11.8,3,2021-01-02,2,Saturday,1,2021
2021-01-02 03:00:00,0.1,92,0.0,0.0,12.0,2,2021-01-02,3,Saturday,1,2021
2021-01-02 04:00:00,0.6,89,0.0,0.0,12.8,3,2021-01-02,4,Saturday,1,2021
2021-01-02 05:00:00,0.8,89,0.0,0.0,12.8,2,2021-01-02,5,Saturday,1,2021
2021-01-02 06:00:00,0.8,90,0.0,0.0,13.3,3,2021-01-02,6,Saturday,1,2021
2021-01-02 07:00:00,0.5,91,0.0,0.0,12.8,3,2021-01-02,7,Saturday,1,2021
2021-01-02 08:00:00,0.9,90,0.0,0.0,12.8,3,2021-01-02,8,Saturday,1,2021
2021-01-02 09:00:00,1.3,89,0.0,0.0,12.8,3,2021-01-02,9,Saturday,1,2021
2021-01-02 10:00:00,1.5,89,0.0,0.0,11.7,3,2021-01-02,10,Saturday,1,2021
2021-01-02 11:00:00,2.0,89,0.0,0.0,10.9,3,2021-01-02,11,Saturday,1,2021
2021-01-02 12:00:00,2.7,88,0.0,0.0,9.2,2,2021-01-02,12,Saturday,1,2021
2021-01-02 13:00:00,3.5,86,0.0,0.0,8.1,2,2021-01-02,13,Saturday,1,2021
2021-01-02 14:00:00,2.8,89,0.0,0.0,8.4,2,2021-01-02,14,Saturday,1,2021
2021-01-02 15:00:00,3.2,89,0.0,0.0,8.1,3,2021-01-02,15,Saturday,1,2021
2021-01-02 16:00:00,3.2,89,0.0,0.0,7.4,3,2021-01-02,16,Saturday,1,2021
2021-01-02 17:00:00,3.0,90,0.0,0.0,6.4,3,2021-01-02,17,Saturday,1,2021
2021-01-02 18:00:00,2.5,95,0.0,0.0,3.1,3,2021-01-02,18,Saturday,1,2021
2021-01-02 19:00:00,2.6,95,0.0,0.0,2.5,3,2021-01-02,19,Saturday,1,2021
2021-01-02 20:00:00,2.5,95,0.0,0.0,4.0,3,2021-01-02,20,Saturday,1,2021
2021-01-02 21:00:00,2.7,94,0.1,0.0,3.1,51,2021-01-02,21,Saturday,1,2021
2021-01-02 22:00:00,2.6,95,0.0,0.0,1.3,2,2021-01-02,22,Saturday,1,2021
2021-01-02 23:00:00,2.4,96,0.0,0.0,0.5,1,2021-01-02,23,Saturday,1,2021
2021-01-03 00:00:00,2.0,99,0.0,0.0,2.3,1,2021-01-03,0,Sunday,1,2021
2021-01-03 01:00:00,0.4,100,0.0,0.0,5.4,3,2021-01-03,1,Sunday,1,2021
2021-01-03 02:00:00,0.9,100,0.0,0.0,4.3,3,2021-01-03,2,Sunday,1,2021
2021-01-03 03:00:00,2.0,98,0.0,0.0,3.4,3,2021-01-03,3,Sunday,1,2021
2021-01-03 04:00:00,2.1,98,0.0,0.0,3.3,3,2021-01-03,4,Sunday,1,2021
2021-01-03 05:00:00,2.0,99,0.0,0.0,3.8,3,2021-01-03,5,Sunday,1,2021
2021-01-03 06:00:00,1.5,99,0.0,0.0,3.7,2,2021-01-03,6,Sunday,1,2021
2021-01-03 07:00:00,0.8,100,0.0,0.0,4.8,2,2021-01-03,7,Sunday,1,2021
2021-01-03 08:00:00,1.0,99,0.0,0.0,5.6,3,2021-01-03,8,Sunday,1,2021
2021-01-03 09:00:00,1.1,99,0.0,0.0,6.9,3,2021-01-03,9,Sunday,1,2021
2021-01-03 10:00:00,1.5,98,0.0,0.0,9.0,3,2021-01-03,10,Sunday,1,2021
2021-01-03 11:00:00,2.0,94,0.0,0.0,11.3,2,2021-01-03,11,Sunday,1,2021
2021-01-03 12:00:00,3.0,89,0.0,0.0,13.1,1,2021-01-03,12,Sunday,1,2021
2021-01-03 13:00:00,3.5,84,0.0,0.0,15.6,1,2021-01-03,13,Sunday,1,2021
2021-01-03 14:00:00,3.5,81,0.0,0.0,18.4,2,2021-01-03,14,Sunday,1,2021
2021-01-03 15:00:00,3.7,78,0.1,0.0,20.1,51,2021-01-03,15,Sunday,1,2021
2021-01-03 16:00:00,3.7,79,0.1,0.0,18.4,51,2021-01-03,16,Sunday,1,2021
2021-01-03 17:00:00,3.5,80,0.0,0.0,15.3,3,2021-01-03,17,Sunday,1,2021
2021-01-03 18:00:00,3.1,78,0.0,0.0,14.8,3,2021-01-03,18,Sunday,1,2021
2021-01-03 19:00:00,2.7,81,0.0,0.0,14.6,3,2021-01-03,19,Sunday,1,2021
2021-01-03 20:00:00,2.5,82,0.0,0.0,16.2,3,2021-01-03,20,Sunday,1,2021
2021-01-03 21:00:00,1.8,86,0.0,0.0,15.2,3,2021-01-03,21,Sunday,1,2021
2021-01-03 22:00:00,1.7,87,0.0,0.0,14.8,3,2021-01-03,22,Sunday,1,2021
2021-01-03 23:00:00,1.8,88,0.0,0.0,14.7,3,2021-01-03,23,Sunday,1,2021
2021-01-04 00:00:00,1.9,88,0.1,0.0,14.2,51,2021-01-04,0,Monday,1,2021
2021-01-04 01:00:00,2.0,89,0.1,0.0,14.5,51,2021-01-04,1,Monday,1,2021
2021-01-04 02:00:00,1.6,92,0.1,0.0,13.0,51,2021-01-04,2,Monday,1,2021
2021-01-04 03:00:00,1.8,94,0.1,0.0,14.1,51,2021-01-04,3,Monday,1,2021
2021-01-04 04:00:00,1.8,95,0.1,0.0,15.6,51,2021-01-04,4,Monday,1,2021
2021-01-04 05:00:00,1.8,95,0.2,0.0,15.0,51,2021-01-04,5,Monday,1,2021
2021-01-04 06:00:00,2.0,95,0.2,0.0,15.1,51,2021-01-04,6,Monday,1,2021
2021-01-04 07:00:00,1.8,97,0.3,0.0,14.8,51,2021-01-04,7,Monday,1,2021
2021-01-04 08:00:00,1.8,96,0.1,0.0,15.5,51,2021-01-04,8,Monday,1,2021
2021-01-04 09:00:00,1.8,95,0.1,0.0,15.5,51,2021-01-04,9,Monday,1,2021
2021-01-04 10:00:00,1.8,95,0.0,0.0,15.8,3,2021-01-04,10,Monday,1,2021
2021-01-04 11:00:00,2.1,94,0.1,0.0,16.9,51,2021-01-04,11,Monday,1,2021
2021-01-04 12:00:00,2.2,94,0.1,0.0,18.0,51,2021-01-04,12,Monday,1,2021
2021-01-04 13:00:00,2.2,93,0.2,0.0,19.5,51,2021-01-04,13,Monday,1,2021
2021-01-04 14:00:00,1.9,90,0.1,0.0,19.4,51,2021-01-04,14,Monday,1,2021
2021-01-04 15:00:00,2.4,89,0.1,0.0,20.0,51,2021-01-04,15,Monday,1,2021
2021-01-04 16:00:00,2.5,89,0.1,0.0,18.4,51,2021-01-04,16,Monday,1,2021
2021-01-04 17:00:00,2.5,90,0.1,0.0,15.1,51,2021-01-04,17,Monday,1,2021
2021-01-04 18:00:00,2.3,93,0.1,0.0,13.2,51,2021-01-04,18,Monday,1,2021
2021-01-04 19:00:00,2.3,96,0.2,0.0,13.0,51,2021-01-04,19,Monday,1,2021
2021-01-04 20:00:00,2.3,96,0.2,0.0,16.7,51,2021-01-04,20,Monday,1,2021
2021-01-04 21:00:00,2.2,95,0.1,0.0,19.1,51,2021-01-04,21,Monday,1,2021
2021-01-04 22:00:00,2.1,95,0.1,0.0,18.8,51,2021-01-04,22,Monday,1,2021
2021-01-04 23:00:00,2.0,95,0.1,0.0,18.1,51,2021-01-04,23,Monday,1,2021
2021-01-05 00:00:00,2.0,94,0.1,0.0,18.6,51,2021-01-05,0,Tuesday,1,2021
2021-01-05 01:00:00,2.0,94,0.0,0.0,16.9,3,2021-01-05,1,Tuesday,1,2021
2021-01-05 02:00:00,1.9,95,0.0,0.0,14.1,3,2021-01-05,2,Tuesday,1,2021
2021-01-05 03:00:00,1.9,96,0.1,0.0,14.0,51,2021-01-05,3,Tuesday,1,2021
2021-01-05 04:00:00,1.8,96,0.1,0.0,11.7,51,2021-01-05,4,Tuesday,1,2021
2021-01-05 05:00:00,1.8,96,0.0,0.0,11.0,3,2021-01-05,5,Tuesday,1,2021
2021-01-05 06:00:00,1.8,96,0.0,0.0,12.2,3,2021-01-05,6,Tuesday,1,2021
2021-01-05 07:00:00,1.8,96,0.0,0.0,12.2,3,2021-01-05,7,Tuesday,1,2021
2021-01-05 08:00:00,1.9,95,0.0,0.0,13.8,3,2021-01-05,8,Tuesday,1,2021
2021-01-05 09:00:00,1.8,95,0.1,0.0,13.8,51,2021-01-05,9,Tuesday,1,2021
2021-01-05 10:00:00,1.8,96,0.1,0.0,12.5,51,2021-01-05,10,Tuesday,1,2021
2021-01-05 11:00:00,1.9,95,0.1,0.0,12.8,51,2021-01-05,11,Tuesday,1,2021
2021-01-05 12:00:00,2.3,92,0.0,0.0,14.8,3,2021-01-05,12,Tuesday,1,2021
2021-01-05 13:00:00,2.3,92,0.0,0.0,16.3,3,2021-01-05,13,Tuesday,1,2021
2021-01-05 14:00:00,2.5,89,0.0,0.0,14.6,3,2021-01-05,14,Tuesday,1,2021
2021-01-05 15:00:00,3.0,86,0.0,0.0,14.0,3,2021-01-05,15,Tuesday,1,2021
2021-01-05 16:00:00,3.0,86,0.0,0.0,14.5,3,2021-01-05,16,Tuesday,1,2021
2021-01-05 17:00:00,2.8,89,0.0,0.0,11.8,3,2021-01-05,17,Tuesday,1,2021
2021-01-05 18:00:00,2.5,91,0.0,0.0,9.5,3,2021-01-05,18,Tuesday,1,2021
2021-01-05 19:00:00,2.5,92,0.0,0.0,11.3,3,2021-01-05,19,Tuesday,1,2021
2021-01-05 20:00:00,2.5,93,0.0,0.0,11.8,3,2021-01-05,20,Tuesday,1,2021
2021-01-05 21:00:00,2.5,93,0.0,0.0,12.5,3,2021-01-05,21,Tuesday,1,2021
2021-01-05 22:00:00,2.6,93,0.0,0.0,14.3,3,2021-01-05,22,Tuesday,1,2021
2021-01-05 23:00:00,2.5,92,0.0,0.0,14.3,3,2021-01-05,23,Tuesday,1,2021
2021-01-06 00:00:00,2.5,93,0.0,0.0,13.8,3,2021-01-06,0,Wednesday,1,2021
2021-01-06 01:00:00,2.5,93,0.0,0.0,14.7,3,2021-01-06,1,Wednesday,1,2021
2021-01-06 02:00:00,2.5,96,0.0,0.0,12.6,3,2021-01-06,2,Wednesday,1,2021
2021-01-06 03:00:00,2.7,96,0.0,0.0,11.1,3,2021-01-06,3,Wednesday,1,2021
2021-01-06 04:00:00,3.0,96,0.0,0.0,12.2,3,2021-01-06,4,Wednesday,1,2021
2021-01-06 05:00:00,2.8,97,0.3,0.0,13.7,51,2021-01-06,5,Wednesday,1,2021
2021-01-06 06:00:00,2.5,98,0.5,0.0,13.4,53,2021-01-06,6,Wednesday,1,2021
2021-01-06 07:00:00,2.3,98,0.3,0.0,14.3,51,2021-01-06,7,Wednesday,1,2021
2021-01-06 08:00:00,2.3,98,0.3,0.0,13.9,51,2021-01-06,8,Wednesday,1,2021
2021-01-06 09:00:00,2.5,97,0.1,0.0,14.0,51,2021-01-06,9,Wednesday,1,2021
2021-01-06 10:00:00,2.5,97,0.1,0.0,14.0,51,2021-01-06,10,Wednesday,1,2021
2021-01-06 11:00:00,2.6,95,0.0,0.0,11.9,3,2021-01-06,11,Wednesday,1,2021
2021-01-06 12:00:00,2.8,93,0.0,0.0,12.7,3,2021-01-06,12,Wednesday,1,2021
2021-01-06 13:00:00,3.0,92,0.0,0.0,12.4,3,2021-01-06,13,Wednesday,1,2021
2021-01-06 14:00:00,2.7,87,0.0,0.0,10.9,3,2021-01-06,14,Wednesday,1,2021
2021-01-06 15:00:00,2.8,86,0.0,0.0,9.6,3,2021-01-06,15,Wednesday,1,2021
2021-01-06 16:00:00,2.7,85,0.0,0.0,8.8,3,2021-01-06,16,Wednesday,1,2021
2021-01-06 17:00:00,2.4,87,0.1,0.0,7.2,51,2021-01-06,17,Wednesday,1,2021
2021-01-06 18:00:00,2.0,90,0.1,0.0,3.6,51,2021-01-06,18,Wednesday,1,2021
2021-01-06 19:00:00,1.6,93,0.1,0.0,5.9,51,2021-01-06,19,Wednesday,1,2021
2021-01-06 20:00:00,1.0,95,0.0,0.0,5.4,3,2021-01-06,20,Wednesday,1,2021
2021-01-06 21:00:00,0.6,96,0.0,0.0,5.5,3,2021-01-06,21,Wednesday,1,2021
2021-01-06 22:00:00,0.6,96,0.0,0.0,7.2,3,2021-01-06,22,Wednesday,1,2021
2021-01-06 23:00:00,0.5,96,0.0,0.0,7.9,3,2021-01-06,23,Wednesday,1,2021
2021-01-07 00:00:00,0.9,95,0.0,0.0,9.4,3,2021-01-07,0,Thursday,1,2021
2021-01-07 01:00:00,0.3,95,0.0,0.0,9.3,3,2021-01-07,1,Thursday,1,2021
2021-01-07 02:00:00,1.0,93,0.0,0.0,12.0,3,2021-01-07,2,Thursday,1,2021
2021-01-07 03:00:00,1.1,95,0.0,0.0,13.0,3,2021-01-07,3,Thursday,1,2021
2021-01-07 04:00:00,0.9,96,0.1,0.0,12.4,51,2021-01-07,4,Thursday,1,2021
2021-01-07 05:00:00,0.9,99,0.2,0.0,12.2,51,2021-01-07,5,Thursday,1,2021
2021-01-07 06:00:00,0.9,99,0.3,0.07,14.4,71,2021-01-07,6,Thursday,1,2021
2021-01-07 07:00:00,1.0,99,0.3,0.0,14.3,51,2021-01-07,7,Thursday,1,2021
2021-01-07 08:00:00,1.2,99,0.1,0.0,13.4,51,2021-01-07,8,Thursday,1,2021
2021-01-07 09:00:00,1.4,98,0.1,0.0,12.2,51,2021-01-07,9,Thursday,1,2021
2021-01-07 10:00:00,1.3,98,0.1,0.0,13.4,51,2021-01-07,10,Thursday,1,2021
2021-01-07 11:00:00,1.6,96,0.1,0.0,16.2,51,2021-01-07,11,Thursday,1,2021
2021-01-07 12:00:00,2.3,94,0.0,0.0,16.6,3,2021-01-07,12,Thursday,1,2021
2021-01-07 13:00:00,3.0,91,0.1,0.0,17.2,51,2021-01-07,13,Thursday,1,2021
2021-01-07 14:00:00,3.2,86,0.3,0.0,15.5,51,2021-01-07,14,Thursday,1,2021
2021-01-07 15:00:00,3.6,84,0.1,0.0,16.6,51,2021-01-07,15,Thursday,1,2021
2021-01-07 16:00:00,3.3,85,0.1,0.0,15.9,51,2021-01-07,16,Thursday,1,2021
2021-01-07 17:00:00,2.9,90,0.1,0.0,15.9,51,2021-01-07,17,Thursday,1,2021
2021-01-07 18:00:00,2.5,90,0.2,0.0,15.2,51,2021-01-07,18,Thursday,1,2021
2021-01-07 19:00:00,2.2,94,0.2,0.0,15.6,51,2021-01-07,19,Thursday,1,2021
2021-01-07 20:00:00,2.0,95,0.1,0.0,15.6,51,2021-01-07,20,Thursday,1,2021
2021-01-07 21:00:00,1.9,96,0.1,0.0,14.1,51,2021-01-07,21,Thursday,1,2021
2021-01-07 22:00:00,2.2,96,0.1,0.0,13.7,51,2021-01-07,22,Thursday,1,2021
2021-01-07 23:00:00,2.5,94,0.1,0.0,15.3,51,2021-01-07,23,Thursday,1,2021
2021-01-08 00:00:00,2.7,94,0.2,0.0,17.2,51,2021-01-08,0,Friday,1,2021
2021-01-08 01:00:00,2.5,94,0.2,0.0,17.4,51,2021-01-08,1,Friday,1,2021
2021-01-08 02:00:00,2.5,94,0.1,0.0,19.6,51,2021-01-08,2,Friday,1,2021
2021-01-08 03:00:00,2.5,94,0.1,0.0,19.9,51,2021-01-08,3,Friday,1,2021
2021-01-08 04:00:00,2.2,94,0.1,0.0,18.7,51,2021-01-08,4,Friday,1,2021
2021-01-08 05:00:00,2.2,93,0.1,0.0,18.7,51,2021-01-08,5,Friday,1,2021
2021-01-08 06:00:00,2.0,92,0.1,0.0,18.8,51,2021-01-08,6,Friday,1,2021
2021-01-08 07:00:00,1.8,92,0.1,0.0,18.4,51,2021-01-08,7,Friday,1,2021
2021-01-08 08:00:00,1.6,94,0.1,0.0,17.4,51,2021-01-08,8,Friday,1,2021
2021-01-08 09:00:00,1.6,94,0.1,0.0,16.7,51,2021-01-08,9,Friday,1,2021
2021-01-08 10:00:00,1.6,95,0.2,0.0,16.7,51,2021-01-08,10,Friday,1,2021
2021-01-08 11:00:00,1.8,95,0.3,0.0,15.9,51,2021-01-08,11,Friday,1,2021
2021-01-08 12:00:00,2.0,96,0.2,0.0,16.2,51,2021-01-08,12,Friday,1,2021
2021-01-08 13:00:00,2.7,95,0.1,0.0,15.3,51,2021-01-08,13,Friday,1,2021
2021-01-08 14:00:00,3.4,89,0.1,0.0,13.8,51,2021-01-08,14,Friday,1,2021
2021-01-08 15:00:00,4.1,88,0.1,0.0,11.0,51,2021-01-08,15,Friday,1,2021
2021-01-08 16:00:00,4.0,91,0.0,0.0,7.4,3,2021-01-08,16,Friday,1,2021
2021-01-08 17:00:00,3.8,91,0.2,0.0,6.2,51,2021-01-08,17,Friday,1,2021
2021-01-08 18:00:00,2.4,95,0.0,0.0,5.9,1,2021-01-08,18,Friday,1,2021
2021-01-08 19:00:00,1.2,96,0.0,0.0,7.4,1,2021-01-08,19,Friday,1,2021
2021-01-08 20:00:00,0.8,97,0.0,0.0,6.6,1,2021-01-08,20,Friday,1,2021
2021-01-08 21:00:00,0.2,98,0.0,0.0,6.3,0,2021-01-08,21,Friday,1,2021
2021-01-08 22:00:00,-0.4,99,0.0,0.0,5.4,0,2021-01-08,22,Friday,1,2021
2021-01-08 23:00:00,-1.0,99,0.0,0.0,5.1,0,2021-01-08,23,Friday,1,2021
2021-01-09 00:00:00,-1.6,99,0.0,0.0,6.7,0,2021-01-09,0,Saturday,1,2021
2021-01-09 01:00:00,-1.4,99,0.0,0.0,5.2,3,2021-01-09,1,Saturday,1,2021
2021-01-09 02:00:00,-0.8,99,0.0,0.0,2.5,3,2021-01-09,2,Saturday,1,2021
2021-01-09 03:00:00,-2.0,99,0.0,0.0,2.4,3,2021-01-09,3,Saturday,1,2021
2021-01-09 04:00:00,-2.1,99,0.0,0.0,3.3,3,2021-01-09,4,Saturday,1,2021
2021-01-09 05:00:00,-2.3,99,0.0,0.0,3.1,3,2021-01-09,5,Saturday,1,2021
2021-01-09 06:00:00,-2.7,99,0.0,0.0,2.7,3,2021-01-09,6,Saturday,1,2021
2021-01-09 07:00:00,-3.0,99,0.0,0.0,3.4,3,2021-01-09,7,Saturday,1,2021
2021-01-09 08:00:00,-2.7,98,0.0,0.0,2.6,3,2021-01-09,8,Saturday,1,2021
2021-01-09 09:00:00,-2.2,98,0.0,0.0,3.7,3,2021-01-09,9,Saturday,1,2021
2021-01-09 10:00:00,-1.9,99,0.0,0.0,3.5,3,2021-01-09,10,Saturday,1,2021
2021-01-09 11:00:00,-1.5,98,0.0,0.0,2.9,3,2021-01-09,11,Saturday,1,2021
2021-01-09 12:00:00,-0.8,98,0.0,0.0,2.9,3,2021-01-09,12,Saturday,1,2021
2021-01-09 13:00:00,-0.1,98,0.0,0.0,3.1,3,2021-01-09,13,Saturday,1,2021
2021-01-09 14:00:00,0.4,99,0.0,0.0,2.9,3,2021-01-09,14,Saturday,1,2021
2021-01-09 15:00:00,0.9,97,0.0,0.0,2.3,3,2021-01-09,15,Saturday,1,2021
2021-01-09 16:00:00,1.1,95,0.0,0.0,3.4,3,2021-01-09,16,Saturday,1,2021
2021-01-09 17:00:00,0.8,96,0.0,0.0,5.5,2,2021-01-09,17,Saturday,1,2021
2021-01-09 18:00:00,-0.9,98,0.0,0.0,6.1,1,2021-01-09,18,Saturday,1,2021
2021-01-09 19:00:00,-1.0,97,0.0,0.0,7.1,1,2021-01-09,19,Saturday,1,2021
2021-01-09 20:00:00,-1.2,97,0.0,0.0,6.5,1,2021-01-09,20,Saturday,1,2021
2021-01-09 21:00:00,-1.1,96,0.0,0.0,8.0,1,2021-01-09,21,Saturday,1,2021
2021-01-09 22:00:00,-1.1,96,0.0,0.0,7.9,1,2021-01-09,22,Saturday,1,2021
2021-01-09 23:00:00,-1.4,96,0.0,0.0,6.8,1,2021-01-09,23,Saturday,1,2021
2021-01-10 00:00:00,-1.1,96,0.0,0.0,6.2,2,2021-01-10,0,Sunday,1,2021
2021-01-10 01:00:00,-0.6,97,0.0,0.0,5.8,2,2021-01-10,1,Sunday,1,2021
2021-01-10 02:00:00,-0.9,98,0.0,0.0,5.4,2,2021-01-10,2,Sunday,1,2021
2021-01-10 03:00:00,-1.2,98,0.0,0.0,5.3,3,2021-01-10,3,Sunday,1,2021
2021-01-10 04:00:00,-0.7,100,0.0,0.0,6.9,3,2021-01-10,4,Sunday,1,2021
2021-01-10 05:00:00,-0.9,99,0.0,0.0,7.4,3,2021-01-10,5,Sunday,1,2021
2021-01-10 06:00:00,-0.9,99,0.0,0.0,7.2,3,2021-01-10,6,Sunday,1,2021
2021-01-10 07:00:00,-0.4,99,0.0,0.0,7.7,3,2021-01-10,7,Sunday,1,2021
2021-01-10 08:00:00,-0.2,99,0.0,0.0,8.1,3,2021-01-10,8,Sunday,1,2021
2021-01-10 09:00:00,-0.1,99,0.0,0.0,8.0,3,2021-01-10,9,Sunday,1,2021
2021-01-10 10:00:00,-0.2,100,0.0,0.0,8.0,3,2021-01-10,10,Sunday,1,2021
2021-01-10 11:00:00,-0.2,99,0.0,0.0,8.8,3,2021-01-10,11,Sunday,1,2021
2021-01-10 12:00:00,0.4,98,0.0,0.0,7.8,3,2021-01-10,12,Sunday,1,2021
2021-01-10 13:00:00,1.1,97,0.0,0.0,7.7,3,2021-01-10,13,Sunday,1,2021
2021-01-10 14:00:00,2.0,87,0.0,0.0,8.0,3,2021-01-10,14,Sunday,1,2021
2021-01-10 15:00:00,2.8,85,0.0,0.0,7.7,1,2021-01-10,15,Sunday,1,2021
2021-01-10 16:00:00,3.0,85,0.0,0.0,9.2,1,2021-01-10,16,Sunday,1,2021
2021-01-10 17:00:00,2.5,90,0.0,0.0,7.0,2,2021-01-10,17,Sunday,1,2021
2021-01-10 18:00:00,1.2,94,0.0,0.0,7.7,2,2021-01-10,18,Sunday,1,2021
2021-01-10 19:00:00,0.9,95,0.0,0.0,9.0,2,2021-01-10,19,Sunday,1,2021
2021-01-10 20:00:00,0.6,94,0.0,0.0,9.4,2,2021-01-10,20,Sunday,1,2021
2021-01-10 21:00:00,0.6,94,0.0,0.0,9.2,3,2021-01-10,21,Sunday,1,2021
2021-01-10 22:00:00,0.5,94,0.0,0.0,10.0,3,2021-01-10,22,Sunday,1,2021
2021-01-10 23:00:00,0.9,92,0.0,0.0,12.0,3,2021-01-10,23,Sunday,1,2021
2021-01-11 00:00:00,0.6,92,0.0,0.0,12.5,3,2021-01-11,0,Monday,1,2021
2021-01-11 01:00:00,0.6,92,0.0,0.0,13.4,3,2021-01-11,1,Monday,1,2021
2021-01-11 02:00:00,0.4,94,0.0,0.0,14.6,3,2021-01-11,2,Monday,1,2021
2021-01-11 03:00:00,0.6,94,0.0,0.0,15.8,3,2021-01-11,3,Monday,1,2021
2021-01-11 04:00:00,0.8,95,0.0,0.0,16.3,3,2021-01-11,4,Monday,1,2021
2021-01-11 05:00:00,0.9,95,0.0,0.0,16.3,3,2021-01-11,5,Monday,1,2021
2021-01-11 06:00:00,0.9,95,0.0,0.0,15.6,3,2021-01-11,6,Monday,1,2021
2021-01-11 07:00:00,1.2,95,0.0,0.0,16.9,3,2021-01-11,7,Monday,1,2021
2021-01-11 08:00:00,1.5,94,0.0,0.0,17.7,3,2021-01-11,8,Monday,1,2021
2021-01-11 09:00:00,1.8,94,0.0,0.0,16.4,3,2021-01-11,9,Monday,1,2021
2021-01-11 10:00:00,2.2,93,0.0,0.0,18.2,3,2021-01-11,10,Monday,1,2021
2021-01-11 11:00:00,2.8,92,0.0,0.0,21.1,3,2021-01-11,11,Monday,1,2021
2021-01-11 12:00:00,3.6,90,0.0,0.0,20.0,3,2021-01-11,12,Monday,1,2021
2021-01-11 13:00:00,4.2,88,0.0,0.0,21.6,3,2021-01-11,13,Monday,1,2021
2021-01-11 14:00:00,4.2,87,0.0,0.0,23.2,3,2021-01-11,14,Monday,1,2021
2021-01-11 15:00:00,4.9,87,0.0,0.0,19.8,3,2021-01-11,15,Monday,1,2021
2021-01-11 16:00:00,5.2,87,0.0,0.0,24.2,3,2021-01-11,16,Monday,1,2021
2021-01-11 17:00:00,5.8,87,0.0,0.0,22.8,3,2021-01-11,17,Monday,1,2021
2021-01-11 18:00:00,5.9,88,0.0,0.0,22.2,3,2021-01-11,18,Monday,1,2021
2021-01-11 19:00:00,6.2,88,0.0,0.0,23.4,3,2021-01-11,19,Monday,1,2021
2021-01-11 20:00:00,6.7,87,0.0,0.0,24.6,3,2021-01-11,20,Monday,1,2021
2021-01-11 21:00:00,6.8,88,0.0,0.0,24.0,3,2021-01-11,21,Monday,1,2021
2021-01-11 22:00:00,7.1,87,0.0,0.0,25.2,3,2021-01-11,22,Monday,1,2021
2021-01-11 23:00:00,7.1,86,0.4,0.0,25.0,51,2021-01-11,23,Monday,1,2021
2021-01-12 00:00:00,6.8,90,0.8,0.0,25.1,53,2021-01-12,0,Tuesday,1,2021
2021-01-12 01:00:00,6.9,90,0.3,0.0,26.3,51,2021-01-12,1,Tuesday,1,2021
2021-01-12 02:00:00,6.2,91,0.6,0.0,28.1,53,2021-01-12,2,Tuesday,1,2021
2021-01-12 03:00:00,6.7,91,1.1,0.0,29.4,55,2021-01-12,3,Tuesday,1,2021
