date,weekday,weekday_num,month,year,season,is_school_holiday,is_mon,is_tue_thu,is_fri,rain_total,rain_peak,wind_peak,wind_mean,temp_min,temp_mean,humidity_max,snow_total,weather_risk,car_est_min,train_planned_journey_min,train_actual_journey_min,train_delay_arr_median_s,train_on_time_pct,train_cancelled_pct,train_sched_min,car_faster_than_train
2022-05-11,Wednesday,2,5,2022,Spring,False,0,0,0,0.0,0.0,14.5,13.625,13.6,14.475,84.0,0.0,0,71.4,49.0,53.15,392.5,0.5,0.0,49.0,0
2022-05-12,Thursday,3,5,2022,Spring,False,0,1,0,0.0,0.0,13.0,11.925,10.3,11.625,96.0,0.0,0,79.1,48.5,49.525,360.0,0.3,0.0,48.5,0
2022-05-13,Friday,4,5,2022,Spring,False,0,0,1,0.0,0.0,17.4,16.375,9.9,11.275,84.0,0.0,0,68.4,58.5,58.475,134.5,1.0,0.0,58.5,1
2022-05-16,Monday,0,5,2022,Spring,False,1,0,0,0.0,0.0,18.3,14.425,17.3,19.3,67.0,0.0,0,76.2,49.0,123.26666666666667,4473.0,0.0,0.0,49.0,1
2022-05-17,Tuesday,1,5,2022,Spring,False,0,1,0,0.0,0.0,5.4,4.325,13.1,15.025,86.0,0.0,0,80.3,58.5,59.391666666666666,110.0,0.8333333333333334,0.0,58.5,0
2022-05-18,Wednesday,2,5,2022,Spring,False,0,0,0,1.8,1.8,15.8,13.175,17.2,17.975,84.0,0.0,0,73.5,58.5,59.71666666666667,202.0,0.6666666666666666,0.0,58.5,0
2022-05-19,Thursday,3,5,2022,Spring,False,0,1,0,3.7,3.1,14.0,8.7,18.2,18.85,87.0,0.0,2,84.7,58.5,58.125,15.0,1.0,0.0,58.5,0
2022-05-20,Friday,4,5,2022,Spring,False,0,0,1,0.0,0.0,11.7,9.524999999999999,11.8,14.125,94.0,0.0,0,68.4,58.5,58.46666666666667,60.5,1.0,0.0,58.5,1
2022-05-23,Monday,0,5,2022,Spring,False,1,0,0,1.3,1.1,7.1,4.825,14.1,14.725,89.0,0.0,0,78.4,58.5,59.900000000000006,41.0,0.6666666666666666,0.0,58.5,0
2022-05-24,Tuesday,1,5,2022,Spring,False,0,1,0,0.1,0.1,26.8,23.6,11.3,11.975,85.0,0.0,0,80.3,58.5,60.358333333333334,54.0,0.8333333333333334,0.0,58.5,0
2022-05-25,Wednesday,2,5,2022,Spring,False,0,0,0,0.0,0.0,18.1,16.25,9.1,10.85,92.0,0.0,0,71.4,58.5,58.49166666666667,88.0,1.0,0.0,58.5,0
2022-05-27,Friday,4,5,2022,Spring,False,0,0,1,0.5,0.2,20.3,19.5,14.4,14.55,85.0,0.0,0,68.4,58.5,59.141666666666666,63.5,1.0,0.0,58.5,1
2022-05-30,Monday,0,5,2022,Spring,False,1,0,0,0.1,0.1,5.8,4.125,5.7,8.125,98.0,0.0,1,76.2,58.5,58.63333333333334,102.5,1.0,0.0,58.5,0
2022-05-31,Tuesday,1,5,2022,Spring,False,0,1,0,0.2,0.2,8.9,6.575,8.4,10.825,88.0,0.0,0,80.3,63.5,63.5,0.0,1.0,0.0,63.5,0
2022-06-01,Wednesday,2,6,2022,Summer,False,0,0,0,0.0,0.0,13.8,12.3,7.9,10.075,95.0,0.0,0,71.4,49.0,51.35,173.0,0.7142857142857143,0.0,49.0,0
2022-06-02,Thursday,3,6,2022,Summer,False,0,1,0,0.0,0.0,3.8,3.175,8.1,9.899999999999999,100.0,0.0,1,79.1,58.5,59.90833333333333,37.5,0.8333333333333334,0.0,58.5,0
2022-06-03,Friday,4,6,2022,Summer,False,0,0,1,0.0,0.0,10.1,9.15,10.1,12.475,79.0,0.0,0,68.4,58.5,58.650000000000006,12.0,1.0,0.0,58.5,1
2022-06-07,Tuesday,1,6,2022,Summer,False,0,1,0,0.0,0.0,14.3,12.4,10.9,12.675,90.0,0.0,0,80.3,58.5,57.05833333333334,35.0,1.0,0.0,58.5,0
2022-06-08,Wednesday,2,6,2022,Summer,False,0,0,0,0.30000000000000004,0.2,13.4,12.75,14.1,15.225,91.0,0.0,0,71.4,58.5,57.5,29.5,1.0,0.0,58.5,0
2022-06-09,Thursday,3,6,2022,Summer,False,0,1,0,0.0,0.0,16.6,15.75,11.7,13.35,94.0,0.0,0,79.1,58.5,59.608333333333334,77.5,1.0,0.0,58.5,0
2022-06-10,Friday,4,6,2022,Summer,False,0,0,1,0.0,0.0,15.5,14.625,14.8,15.7,76.0,0.0,0,68.4,58.5,56.09166666666667,-48.0,1.0,0.0,58.5,0
2022-06-13,Monday,0,6,2022,Summer,False,1,0,0,0.1,0.1,15.1,12.975,12.2,14.2,86.0,0.0,0,76.2,58.0,57.79166666666667,62.0,0.8333333333333334,0.0,58.0,0
2022-06-14,Tuesday,1,6,2022,Summer,False,0,1,0,0.0,0.0,6.9,5.800000000000001,7.9,10.75,94.0,0.0,0,80.3,58.0,58.875,67.0,1.0,0.0,58.0,0
2022-06-15,Wednesday,2,6,2022,Summer,False,0,0,0,0.0,0.0,8.2,7.125,10.6,12.975,89.0,0.0,0,71.4,58.0,59.05833333333334,132.0,0.6666666666666666,0.0,58.0,0
2022-06-16,Thursday,3,6,2022,Summer,False,0,1,0,0.0,0.0,8.7,6.675,12.8,14.825000000000001,89.0,0.0,0,79.1,58.0,60.208333333333336,197.5,0.6666666666666666,0.0,58.0,0
2022-06-17,Friday,4,6,2022,Summer,False,0,0,1,0.0,0.0,12.3,10.725,16.2,18.275,72.0,0.0,0,68.4,58.0,59.90833333333333,133.0,0.8333333333333334,0.0,58.0,1
2022-06-20,Monday,0,6,2022,Summer,False,1,0,0,0.0,0.0,14.2,13.625,13.0,13.625,88.0,0.0,0,76.2,58.0,61.225,78.5,0.6666666666666666,0.0,58.0,0
2022-06-21,Tuesday,1,6,2022,Summer,False,0,1,0,0.0,0.0,9.0,8.325,10.1,12.55,95.0,0.0,0,80.3,58.0,57.80833333333334,45.5,1.0,0.0,58.0,0
2022-06-22,Wednesday,2,6,2022,Summer,False,0,0,0,0.0,0.0,11.0,8.575,11.9,14.25,93.0,0.0,0,71.4,58.0,57.75833333333333,1.5,1.0,0.0,58.0,0
2022-06-23,Thursday,3,6,2022,Summer,False,0,1,0,0.0,0.0,9.2,8.075,16.5,18.85,71.0,0.0,0,79.1,58.0,59.03333333333333,31.0,0.8333333333333334,0.0,58.0,0
2022-06-24,Friday,4,6,2022,Summer,False,0,0,1,1.0999999999999999,0.7,14.8,9.275,17.4,17.925,92.0,0.0,0,70.5,58.0,59.29166666666667,89.0,0.8333333333333334,0.0,58.0,0
2022-06-27,Monday,0,6,2022,Summer,False,1,0,0,0.0,0.0,3.3,2.875,13.3,15.675,99.0,0.0,1,76.2,58.0,57.86666666666667,27.5,1.0,0.0,58.0,0
2022-06-28,Tuesday,1,6,2022,Summer,False,0,1,0,0.0,0.0,8.5,7.025,11.4,13.575,93.0,0.0,0,80.3,58.0,61.28333333333333,222.0,0.8333333333333334,0.0,58.0,0
2022-06-29,Wednesday,2,6,2022,Summer,False,0,0,0,0.0,0.0,6.6,4.975,12.9,16.0,92.0,0.0,0,71.4,58.0,58.75833333333333,36.5,0.8333333333333334,0.0,58.0,0
2022-06-30,Thursday,3,6,2022,Summer,False,0,1,0,0.0,0.0,12.6,9.025,13.7,15.35,94.0,0.0,0,79.1,58.0,60.15833333333333,234.5,0.8333333333333334,0.0,58.0,0
2022-07-01,Friday,4,7,2022,Summer,True,0,0,1,0.0,0.0,14.8,12.9,12.0,13.125,96.0,0.0,0,68.4,58.0,57.55833333333334,21.0,0.6666666666666666,0.0,58.0,0
2022-07-04,Monday,0,7,2022,Summer,True,1,0,0,0.0,0.0,12.7,10.925,11.1,13.575000000000001,94.0,0.0,0,76.2,58.0,57.741666666666674,11.0,1.0,0.0,58.0,0
2022-07-05,Tuesday,1,7,2022,Summer,True,0,1,0,0.0,0.0,7.7,6.75,11.4,13.85,95.0,0.0,0,80.3,58.0,61.85,309.5,0.5,0.0,58.0,0
2022-07-06,Wednesday,2,7,2022,Summer,True,0,0,0,0.0,0.0,7.1,3.8,10.4,13.175,96.0,0.0,0,71.4,58.0,57.608333333333334,46.0,0.8333333333333334,0.0,58.0,0
2022-07-07,Thursday,3,7,2022,Summer,True,0,1,0,0.2,0.2,22.4,19.075,17.0,17.225,83.0,0.0,0,79.1,58.0,58.275,25.5,1.0,0.0,58.0,0
2022-07-08,Friday,4,7,2022,Summer,True,0,0,1,0.0,0.0,8.0,7.075,10.4,12.9,94.0,0.0,0,68.4,58.0,57.40833333333333,4.0,1.0,0.0,58.0,0
2022-07-11,Monday,0,7,2022,Summer,True,1,0,0,0.0,0.0,5.7,3.875,13.6,15.625,97.0,0.0,1,76.2,58.0,57.275,18.0,1.0,0.0,58.0,0
2022-07-12,Tuesday,1,7,2022,Summer,True,0,1,0,0.0,0.0,8.5,6.225,13.4,15.8,96.0,0.0,0,80.3,58.0,59.516666666666666,75.5,0.8333333333333334,0.0,58.0,0
2022-07-13,Wednesday,2,7,2022,Summer,True,0,0,0,0.0,0.0,14.5,13.475,21.0,21.95,55.0,0.0,0,71.4,58.0,55.83333333333333,7.5,0.8333333333333334,0.0,58.0,0
2022-07-14,Thursday,3,7,2022,Summer,True,0,1,0,0.0,0.0,8.0,7.4,15.2,16.5,92.0,0.0,0,79.1,58.0,57.958333333333336,11.0,1.0,0.0,58.0,0
2022-07-15,Friday,4,7,2022,Summer,True,0,0,1,0.0,0.0,7.6,6.6,11.6,13.825,95.0,0.0,0,68.4,58.0,57.19166666666666,-16.0,1.0,0.0,58.0,0
2022-07-18,Monday,0,7,2022,Summer,True,1,0,0,0.0,0.0,8.4,6.675,14.3,17.2,76.0,0.0,0,76.2,58.0,60.15833333333333,167.0,0.6666666666666666,0.0,58.0,0
2022-07-19,Tuesday,1,7,2022,Summer,True,0,1,0,0.0,0.0,8.7,7.675,18.2,21.2,70.0,0.0,0,80.3,58.0,58.616666666666674,48.5,1.0,0.0,58.0,0
2022-07-20,Wednesday,2,7,2022,Summer,True,0,0,0,0.0,0.0,14.2,12.225,21.5,22.05,69.0,0.0,0,71.4,58.0,56.88333333333334,75.0,0.8333333333333334,0.0,58.0,0
2022-07-22,Friday,4,7,2022,Summer,True,0,0,1,0.0,0.0,8.8,6.25,13.2,15.225000000000001,98.0,0.0,1,68.4,58.0,58.55833333333333,62.0,0.8333333333333334,0.0,58.0,1
2022-07-25,Monday,0,7,2022,Summer,True,1,0,0,0.2,0.2,15.9,12.675,19.4,20.025,71.0,0.0,0,76.2,58.0,56.983333333333334,-1.0,1.0,0.0,58.0,0
2022-07-26,Tuesday,1,7,2022,Summer,True,0,1,0,0.1,0.1,12.6,10.65,16.2,17.325,88.0,0.0,0,80.3,58.0,58.400000000000006,60.0,0.8333333333333334,0.0,58.0,0
2022-07-27,Wednesday,2,7,2022,Summer,True,0,0,0,0.0,0.0,8.4,6.7,11.2,13.45,95.0,0.0,0,71.4,58.0,59.31666666666666,41.0,0.8333333333333334,0.0,58.0,0
2022-07-28,Thursday,3,7,2022,Summer,True,0,1,0,0.0,0.0,15.0,13.375,12.4,13.775,78.0,0.0,0,79.1,58.0,58.04166666666667,64.0,1.0,0.0,58.0,0
2022-07-29,Friday,4,7,2022,Summer,True,0,0,1,0.0,0.0,9.0,6.975,13.7,15.325,85.0,0.0,0,68.4,58.0,59.31666666666667,60.0,1.0,0.0,58.0,1
2022-08-01,Monday,0,8,2022,Summer,True,1,0,0,0.0,0.0,9.2,7.3,18.1,18.425,93.0,0.0,0,76.2,58.0,66.94999999999999,162.0,0.6666666666666666,0.0,58.0,1
2022-08-02,Tuesday,1,8,2022,Summer,True,0,1,0,0.0,0.0,12.5,11.3,16.5,17.725,87.0,0.0,0,80.3,58.0,56.74166666666666,32.0,1.0,0.0,58.0,0
2022-08-03,Wednesday,2,8,2022,Summer,True,0,0,0,0.0,0.0,10.1,9.45,17.6,19.35,83.0,0.0,0,71.4,58.0,58.925,7.0,1.0,0.0,58.0,0
2022-08-04,Thursday,3,8,2022,Summer,True,0,1,0,0.0,0.0,11.0,8.5,19.2,19.85,88.0,0.0,0,79.1,58.0,58.7,137.5,1.0,0.0,58.0,0
2022-08-05,Friday,4,8,2022,Summer,True,0,0,1,2.1,0.8,12.7,11.725,17.3,17.5,94.0,0.0,0,70.5,58.0,56.71666666666667,13.0,1.0,0.0,58.0,0
2022-08-08,Monday,0,8,2022,Summer,True,1,0,0,0.0,0.0,8.6,7.775,12.1,13.85,95.0,0.0,0,76.2,58.0,57.61666666666667,40.5,1.0,0.0,58.0,0
2022-08-09,Tuesday,1,8,2022,Summer,True,0,1,0,0.0,0.0,11.7,10.7,14.5,15.75,90.0,0.0,0,80.3,58.0,57.63333333333333,16.0,1.0,0.0,58.0,0
2022-08-10,Wednesday,2,8,2022,Summer,True,0,0,0,0.0,0.0,11.4,10.95,16.1,17.35,78.0,0.0,0,71.4,58.0,57.65,14.0,1.0,0.0,58.0,0
2022-08-11,Thursday,3,8,2022,Summer,True,0,1,0,0.0,0.0,9.3,7.7,16.6,18.175,68.0,0.0,0,79.1,58.0,56.825,29.5,1.0,0.0,58.0,0
2022-08-12,Friday,4,8,2022,Summer,True,0,0,1,0.0,0.0,8.5,7.175000000000001,16.9,18.4,66.0,0.0,0,68.4,58.0,59.633333333333326,91.0,0.6666666666666666,0.0,58.0,1
2022-08-16,Tuesday,1,8,2022,Summer,True,0,1,0,0.0,0.0,12.1,11.3,17.8,18.925,86.0,0.0,0,80.3,58.0,60.21666666666667,119.5,0.8333333333333334,0.0,58.0,0
2022-08-17,Wednesday,2,8,2022,Summer,True,0,0,0,1.8,1.0,8.7,7.225,18.1,18.3,96.0,0.0,0,73.5,58.0,59.025,40.0,0.8333333333333334,0.0,58.0,0
2022-08-18,Thursday,3,8,2022,Summer,True,0,1,0,0.0,0.0,5.7,3.35,15.6,16.675,100.0,0.0,1,79.1,58.0,58.30833333333333,64.5,1.0,0.0,58.0,0
2022-08-19,Friday,4,8,2022,Summer,True,0,0,1,0.0,0.0,15.2,13.075,15.4,16.675,96.0,0.0,0,68.4,58.0,58.3,40.0,1.0,0.0,58.0,0
2022-08-22,Monday,0,8,2022,Summer,True,1,0,0,0.0,0.0,7.8,5.55,15.6,16.125,90.0,0.0,0,76.2,58.0,58.49166666666667,55.5,1.0,0.0,58.0,0
2022-08-23,Tuesday,1,8,2022,Summer,True,0,1,0,0.0,0.0,8.9,6.55,15.6,16.95,96.0,0.0,0,80.3,58.0,60.75,127.5,0.6666666666666666,0.0,58.0,0
2022-08-24,Wednesday,2,8,2022,Summer,True,0,0,0,0.0,0.0,3.8,2.8499999999999996,17.0,18.575,99.0,0.0,1,71.4,58.0,58.0,6.0,1.0,0.0,58.0,0
2022-08-25,Thursday,3,8,2022,Summer,True,0,1,0,0.0,0.0,10.2,7.775,19.2,20.4,59.0,0.0,0,79.1,58.0,62.84166666666667,62.0,0.8333333333333334,0.0,58.0,0
2022-08-26,Friday,4,8,2022,Summer,True,0,0,1,0.4,0.4,14.5,12.5,18.2,18.8,91.0,0.0,0,68.4,58.0,58.675,20.5,1.0,0.0,58.0,1
2022-08-29,Monday,0,8,2022,Summer,True,1,0,0,0.0,0.0,8.9,8.7,12.7,13.525,83.0,0.0,0,76.2,58.0,60.233333333333334,107.5,1.0,0.0,58.0,0
2022-08-30,Tuesday,1,8,2022,Summer,True,0,1,0,0.0,0.0,11.7,11.2,15.2,16.075,88.0,0.0,0,80.3,58.0,58.05833333333334,118.0,0.6666666666666666,0.0,58.0,0
2022-08-31,Wednesday,2,8,2022,Summer,True,0,0,0,0.0,0.0,15.6,14.35,16.8,17.025,70.0,0.0,0,71.4,58.0,57.333333333333336,29.5,1.0,0.0,58.0,0
2022-09-01,Thursday,3,9,2022,Autumn,False,0,1,0,0.0,0.0,11.2,10.125,14.8,15.875,74.0,0.0,0,79.1,58.0,69.1,248.5,0.6666666666666666,0.0,58.0,1
2022-09-02,Friday,4,9,2022,Autumn,False,0,0,1,0.0,0.0,12.9,10.85,14.9,16.225,73.0,0.0,0,68.4,58.0,57.949999999999996,17.5,1.0,0.0,58.0,0
2022-09-05,Monday,0,9,2022,Autumn,False,1,0,0,0.0,0.0,13.0,12.7,18.0,19.0,59.0,0.0,0,76.2,58.0,58.9,81.5,1.0,0.0,58.0,0
2022-09-06,Tuesday,1,9,2022,Autumn,False,0,1,0,0.0,0.0,12.1,10.575,16.8,17.9,88.0,0.0,0,80.3,58.0,58.175,99.5,0.8333333333333334,0.0,58.0,0
2022-09-07,Wednesday,2,9,2022,Autumn,False,0,0,0,6.6000000000000005,5.4,10.5,8.45,15.4,16.175,95.0,0.0,2,80.0,58.0,61.80833333333334,72.0,0.6666666666666666,0.0,58.0,0
2022-09-08,Thursday,3,9,2022,Autumn,False,0,1,0,0.1,0.1,17.3,12.725,15.5,15.8,90.0,0.0,0,79.1,58.0,57.33333333333333,69.0,1.0,0.0,58.0,0
2022-09-09,Friday,4,9,2022,Autumn,False,0,0,1,0.0,0.0,27.3,22.85,14.6,15.1,87.0,0.0,0,68.4,58.0,57.891666666666666,74.0,0.8333333333333334,0.0,58.0,0
2022-09-12,Monday,0,9,2022,Autumn,False,1,0,0,0.0,0.0,9.1,7.8,12.3,13.25,97.0,0.0,1,76.2,58.0,57.99166666666667,111.0,0.6666666666666666,0.0,58.0,0
2022-09-13,Tuesday,1,9,2022,Autumn,False,0,1,0,0.0,0.0,5.8,5.05,16.3,16.9,87.0,0.0,0,80.3,58.0,57.858333333333334,86.5,0.8333333333333334,0.0,58.0,0
2022-09-14,Wednesday,2,9,2022,Autumn,False,0,0,0,3.6,1.6,12.0,11.075,15.2,15.3,95.0,0.0,0,73.5,58.0,59.400000000000006,82.5,0.8333333333333334,0.0,58.0,0
2022-09-15,Thursday,3,9,2022,Autumn,False,0,1,0,0.0,0.0,11.3,10.0,14.1,14.45,91.0,0.0,0,79.1,58.0,55.675,10.0,1.0,0.0,58.0,0
2022-09-16,Friday,4,9,2022,Autumn,False,0,0,1,0.0,0.0,15.5,13.825,11.6,11.95,84.0,0.0,0,68.4,58.0,59.275000000000006,142.5,0.8333333333333334,0.0,58.0,1
2022-09-19,Monday,0,9,2022,Autumn,False,1,0,0,0.0,0.0,12.0,10.525,8.4,9.350000000000001,89.0,0.0,0,76.2,58.0,60.641666666666666,272.0,0.5,0.0,58.0,0
2022-09-20,Tuesday,1,9,2022,Autumn,False,0,1,0,0.0,0.0,8.0,7.425,9.5,10.275,89.0,0.0,0,80.3,58.0,58.79166666666667,50.0,1.0,0.0,58.0,0
2022-09-21,Wednesday,2,9,2022,Autumn,False,0,0,0,0.0,0.0,6.2,5.05,5.6,6.75,100.0,0.0,1,71.4,58.0,59.3,143.0,1.0,0.0,58.0,0
2022-09-22,Thursday,3,9,2022,Autumn,False,0,1,0,0.0,0.0,7.0,6.55,5.9,6.7,95.0,0.0,0,79.1,58.0,58.8,114.5,1.0,0.0,58.0,0
2022-09-23,Friday,4,9,2022,Autumn,False,0,0,1,0.0,0.0,10.6,9.8,9.3,10.375,82.0,0.0,0,68.4,58.0,58.71666666666667,238.0,0.6666666666666666,0.0,58.0,1
2022-09-26,Monday,0,9,2022,Autumn,False,1,0,0,0.30000000000000004,0.1,25.8,23.725,10.8,10.975000000000001,79.0,0.0,0,76.2,58.0,58.75,104.5,0.8333333333333334,0.0,58.0,0
2022-09-27,Tuesday,1,9,2022,Autumn,False,0,1,0,0.5,0.3,15.8,14.825,7.9,8.325,94.0,0.0,0,80.3,58.0,65.85,146.5,0.8333333333333334,0.0,58.0,0
2022-09-28,Wednesday,2,9,2022,Autumn,False,0,0,0,0.0,0.0,13.7,11.525,6.2,6.5,94.0,0.0,0,71.4,58.0,65.45833333333333,492.5,0.3333333333333333,0.0,58.0,1
2022-09-29,Thursday,3,9,2022,Autumn,False,0,1,0,0.0,0.0,8.4,6.9,4.7,5.325,95.0,0.0,0,79.1,58.0,58.625,128.5,1.0,0.0,58.0,0
2022-09-30,Friday,4,9,2022,Autumn,False,0,0,1,0.0,0.0,11.5,9.325,5.5,6.375,97.0,0.0,1,68.4,58.0,63.70833333333333,327.5,0.5,0.0,58.0,1
2022-10-03,Monday,0,10,2022,Autumn,False,1,0,0,0.0,0.0,7.7,6.65,7.3,7.7,97.0,0.0,1,76.2,58.0,60.5,158.5,0.6666666666666666,0.0,58.0,0
2022-10-04,Tuesday,1,10,2022,Autumn,False,0,1,0,0.0,0.0,12.5,11.725,8.6,8.925,93.0,0.0,0,80.3,58.0,63.30833333333334,258.5,0.5,0.0,58.0,0
2022-10-05,Wednesday,2,10,2022,Autumn,False,0,0,0,0.0,0.0,22.9,20.65,12.2,13.325,92.0,0.0,0,71.4,48.0,47.333333333333336,-18.0,1.0,0.0,48.0,0
2022-10-06,Thursday,3,10,2022,Autumn,False,0,1,0,0.0,0.0,15.0,14.325,9.6,10.175,86.0,0.0,0,79.1,58.0,65.44166666666666,343.5,0.3333333333333333,0.0,58.0,0
2022-10-07,Friday,4,10,2022,Autumn,False,0,0,1,0.0,0.0,15.4,13.875,8.7,9.175,88.0,0.0,0,68.4,58.0,62.275000000000006,167.0,0.6666666666666666,0.0,58.0,1
2022-10-10,Monday,0,10,2022,Autumn,False,1,0,0,0.0,0.0,13.7,13.35,9.6,9.95,91.0,0.0,0,76.2,58.0,60.94166666666666,239.5,0.6666666666666666,0.0,58.0,0
2022-10-11,Tuesday,1,10,2022,Autumn,False,0,1,0,0.0,0.0,3.2,2.475,5.3,5.975,93.0,0.0,0,80.3,49.0,49.45,258.0,0.5714285714285714,0.0,49.0,0
2022-10-12,Wednesday,2,10,2022,Autumn,False,0,0,0,0.0,0.0,8.4,6.6,2.7,3.425,97.0,0.0,1,71.4,58.0,59.599999999999994,220.5,0.5,0.0,58.0,0
2022-10-13,Thursday,3,10,2022,Autumn,False,0,1,0,0.30000000000000004,0.2,13.7,12.425,11.6,11.825,86.0,0.0,0,79.1,58.0,61.65833333333333,315.0,0.5,0.0,58.0,0
2022-10-14,Friday,4,10,2022,Autumn,False,0,0,1,0.0,0.0,12.3,11.65,13.2,13.325,93.0,0.0,0,68.4,58.0,58.31666666666666,171.0,0.6666666666666666,0.0,58.0,0
2022-10-17,Monday,0,10,2022,Autumn,False,1,0,0,0.1,0.1,19.8,19.275,16.9,16.95,88.0,0.0,0,76.2,58.0,60.30833333333334,121.5,0.8333333333333334,0.0,58.0,0
2022-10-18,Tuesday,1,10,2022,Autumn,False,0,1,0,0.6000000000000001,0.2,5.1,2.9,13.4,13.675,97.0,0.0,1,80.3,58.0,57.95833333333333,25.0,0.8333333333333334,0.0,58.0,0
2022-10-19,Wednesday,2,10,2022,Autumn,False,0,0,0,0.0,0.0,16.4,15.524999999999999,8.6,8.7,96.0,0.0,0,71.4,58.0,60.641666666666666,231.0,0.6666666666666666,0.0,58.0,0
2022-10-20,Thursday,3,10,2022,Autumn,False,0,1,0,0.0,0.0,15.3,13.15,12.2,13.0,91.0,0.0,0,79.1,58.0,59.8,349.5,0.5,0.0,58.0,0
2022-10-21,Friday,4,10,2022,Autumn,False,0,0,1,0.1,0.1,13.9,12.525,14.8,15.225,90.0,0.0,0,68.4,58.0,63.94166666666666,325.0,0.3333333333333333,0.0,58.0,1
2022-10-24,Monday,0,10,2022,Autumn,False,1,0,0,0.0,0.0,32.7,32.025,16.2,16.549999999999997,66.0,0.0,0,76.2,58.0,59.625,167.0,0.6666666666666666,0.0,58.0,0
2022-10-25,Tuesday,1,10,2022,Autumn,False,0,1,0,0.6000000000000001,0.4,19.1,17.650000000000002,12.1,12.275,93.0,0.0,0,80.3,58.0,58.025000000000006,32.0,0.8333333333333334,0.0,58.0,0
2022-10-26,Wednesday,2,10,2022,Autumn,False,0,0,0,0.0,0.0,15.8,15.25,14.1,14.7,75.0,0.0,0,71.4,58.0,59.733333333333334,54.0,0.6666666666666666,0.0,58.0,0
2022-10-27,Thursday,3,10,2022,Autumn,False,0,1,0,0.0,0.0,21.1,19.475,14.6,15.025,71.0,0.0,0,79.1,58.0,61.008333333333326,248.0,0.6666666666666666,0.0,58.0,0
2022-10-28,Friday,4,10,2022,Autumn,False,0,0,1,0.0,0.0,16.9,15.924999999999999,16.5,16.525,78.0,0.0,0,68.4,58.0,59.325,161.5,0.8333333333333334,0.0,58.0,1
2022-10-31,Monday,0,10,2022,Autumn,False,1,0,0,0.0,0.0,8.3,6.675000000000001,10.1,10.225,97.0,0.0,1,76.2,58.0,60.483333333333334,120.0,0.8333333333333334,0.0,58.0,0
2022-11-02,Wednesday,2,11,2022,Autumn,False,0,0,0,0.0,0.0,29.7,26.525,10.8,11.375,75.0,0.0,0,71.4,58.0,59.18333333333334,80.5,0.8333333333333334,0.0,58.0,0
2022-11-03,Thursday,3,11,2022,Autumn,False,0,1,0,0.0,0.0,25.2,24.55,12.6,12.825,78.0,0.0,0,79.1,58.0,62.74166666666667,160.5,0.6666666666666666,0.0,58.0,0
2022-11-04,Friday,4,11,2022,Autumn,False,0,0,1,0.6000000000000001,0.4,12.4,8.95,8.6,8.9,94.0,0.0,0,68.4,58.0,57.275,16.0,0.8333333333333334,0.0,58.0,0
2022-11-07,Monday,0,11,2022,Autumn,False,1,0,0,0.2,0.1,27.7,26.2,11.2,11.475,87.0,0.0,0,76.2,58.0,59.40833333333333,175.5,0.6666666666666666,0.0,58.0,0
2022-11-08,Tuesday,1,11,2022,Autumn,False,0,1,0,0.0,0.0,25.3,24.225,11.6,12.05,73.0,0.0,0,80.3,58.0,57.38333333333333,307.5,0.5,0.0,58.0,0
2022-11-09,Wednesday,2,11,2022,Autumn,False,0,0,0,0.0,0.0,23.7,22.875,11.4,12.05,89.0,0.0,0,71.4,48.0,48.3,45.0,1.0,0.0,48.0,0
2022-11-10,Thursday,3,11,2022,Autumn,False,0,1,0,0.0,0.0,19.9,19.375,9.1,9.225,93.0,0.0,0,79.1,58.0,59.34166666666667,97.0,0.6666666666666666,0.0,58.0,0
2022-11-14,Monday,0,11,2022,Autumn,False,1,0,0,0.0,0.0,6.6,6.375,1.8,2.1500000000000004,95.0,0.0,0,76.2,58.0,57.55,97.5,0.8333333333333334,0.0,58.0,0
2022-11-15,Tuesday,1,11,2022,Autumn,False,0,1,0,0.0,0.0,15.8,15.3,9.3,10.125,94.0,0.0,0,80.3,58.0,59.44166666666666,37.5,0.8333333333333334,0.0,58.0,0
2022-11-16,Wednesday,2,11,2022,Autumn,False,0,0,0,0.0,0.0,16.6,15.675,8.2,8.775,93.0,0.0,0,71.4,58.0,58.25833333333333,58.5,1.0,0.0,58.0,0
2022-11-17,Thursday,3,11,2022,Autumn,False,0,1,0,1.7,1.2,34.4,32.15,10.4,10.85,87.0,0.0,0,81.5,58.0,64.46666666666667,755.5,0.3333333333333333,0.0,58.0,0
2022-11-18,Friday,4,11,2022,Autumn,False,0,0,1,0.0,0.0,17.3,16.725,7.2,7.325,93.0,0.0,0,68.4,58.0,58.95,75.0,0.8333333333333334,0.0,58.0,1
2022-11-21,Monday,0,11,2022,Autumn,False,1,0,0,0.0,0.0,15.1,14.7,4.0,4.625,95.0,0.0,0,76.2,58.0,58.458333333333336,269.5,0.8333333333333334,0.0,58.0,0
2022-11-22,Tuesday,1,11,2022,Autumn,False,0,1,0,0.0,0.0,23.5,22.700000000000003,5.2,5.575,89.0,0.0,0,80.3,58.0,58.74166666666667,49.0,0.8333333333333334,0.0,58.0,0
2022-11-23,Wednesday,2,11,2022,Autumn,False,0,0,0,0.1,0.1,21.6,20.375,7.0,7.8,84.0,0.0,0,71.4,58.0,59.05,195.5,0.6666666666666666,0.0,58.0,0
