date,n_trains,train_planned_journey_min,train_actual_journey_min,train_delay_arr_median_s,train_on_time_pct,train_cancelled_pct
2024-02-01,82,58.0,59.7,195.5,0.975609756097561,0.0
2024-02-02,80,58.0,61.641666666666666,461.5,0.95,0.0
2024-02-03,51,40.0,41.18333333333333,132.0,0.9411764705882353,0.0
2024-02-04,50,40.0,42.75,171.0,0.96,0.0
2024-02-05,83,58.0,59.27499999999999,107.0,1.0,0.0
2024-02-06,83,58.0,58.59166666666667,112.5,0.9879518072289156,0.0
2024-02-07,83,58.0,58.391666666666666,154.5,0.9879518072289156,0.0
2024-02-08,81,58.0,60.81666666666666,120.5,0.9753086419753086,0.0
2024-02-09,82,58.0,58.38333333333334,79.0,0.9878048780487805,0.0
2024-02-10,43,,,,1.0,0.0
2024-02-11,42,,,,1.0,0.0
2024-02-12,83,,,,1.0,0.0
2024-02-13,78,,,,1.0,0.0
2024-02-14,80,,,,1.0,0.0
2024-02-15,81,,,,1.0,0.0
2024-02-16,83,,,,1.0,0.0
2024-02-17,40,,,,1.0,0.0
2024-02-18,40,,,,1.0,0.0
2024-02-19,83,58.0,60.766666666666666,150.5,0.9759036144578314,0.0
2024-02-20,72,48.5,50.05833333333334,219.0,0.9444444444444444,0.0
2024-02-21,83,58.0,60.24166666666666,124.5,0.9879518072289156,0.0
2024-02-22,83,58.0,60.175,343.5,0.9397590361445783,0.0
2024-02-23,81,58.0,58.5,91.0,1.0,0.0
2024-02-24,44,57.0,57.61666666666667,60.0,1.0,0.0
2024-02-25,50,38.0,38.525,60.5,1.0,0.0
2024-02-26,83,58.0,57.40833333333333,21.5,0.9879518072289156,0.0
2024-02-27,83,58.0,73.46666666666667,1099.0,0.9397590361445783,0.0
2024-02-28,83,58.0,61.86666666666666,248.5,0.9759036144578314,0.0
2024-02-29,83,58.0,57.80833333333334,136.0,0.9759036144578314,0.0
