date,n_trains,train_planned_journey_min,train_actual_journey_min,train_delay_arr_median_s,train_on_time_pct,train_cancelled_pct
2023-07-01,44,57.0,57.75,101.0,1.0,0.0
2023-07-02,44,57.0,57.65,32.0,1.0,0.0
2023-07-03,73,58.0,61.041666666666664,76.5,0.9863013698630136,0.0
2023-07-04,73,58.0,58.775,28.5,1.0,0.0
2023-07-05,73,58.0,61.63333333333333,139.5,0.9863013698630136,0.0
2023-07-06,73,58.0,58.95,312.5,0.958904109589041,0.0
2023-07-07,72,58.0,58.79166666666667,18.0,1.0,0.0
2023-07-08,46,,,,1.0,0.0
2023-07-09,45,,,,1.0,0.0
2023-07-10,73,58.0,58.141666666666666,6.0,1.0,0.0
2023-07-11,72,58.0,57.44166666666666,3.5,1.0,0.0
2023-07-12,78,58.0,59.86666666666667,38.0,0.9871794871794872,0.0
2023-07-13,73,58.0,61.65833333333333,104.0,0.9726027397260274,0.0
2023-07-14,72,58.0,58.30833333333333,18.5,1.0,0.0
2023-07-15,50,57.0,59.45,181.0,0.98,0.0
2023-07-16,51,57.0,57.25,27.0,1.0,0.0
2023-07-17,74,58.0,58.05833333333334,32.5,1.0,0.0
2023-07-18,73,58.0,58.88333333333334,72.0,0.9863013698630136,0.0
2023-07-19,73,58.0,59.25,83.0,1.0,0.0
2023-07-20,73,58.0,60.099999999999994,150.0,1.0,0.0
2023-07-21,51,57.0,56.9,-9.0,1.0,0.0
2023-07-22,52,57.0,57.166666666666664,55.0,1.0,0.0
2023-07-23,50,57.0,56.68333333333333,-1.0,1.0,0.0
2023-07-24,72,58.0,58.233333333333334,66.0,1.0,0.0
2023-07-25,73,58.0,59.525000000000006,110.0,0.9863013698630136,0.0
2023-07-26,72,58.0,59.833333333333336,125.5,1.0,0.0
2023-07-27,73,58.0,59.49166666666666,110.5,0.9863013698630136,0.0
2023-07-28,73,58.0,58.766666666666666,24.0,1.0,0.0
2023-07-29,52,57.0,57.11666666666667,14.0,1.0,0.0
2023-07-30,50,57.0,58.3,83.0,1.0,0.0
2023-07-31,71,58.0,60.324999999999996,150.0,0.9859154929577465,0.0
