date,n_trains,train_planned_journey_min,train_actual_journey_min,train_delay_arr_median_s,train_on_time_pct,train_cancelled_pct
2023-04-01,3,57.0,57.7,123.0,1.0,0.0
2023-04-02,3,57.0,58.2,76.0,1.0,0.0
2023-04-03,6,58.0,58.94166666666667,13.0,1.0,0.0
2023-04-04,6,58.0,69.2,346.0,0.5,0.0
2023-04-05,6,58.0,59.325,31.5,1.0,0.0
2023-04-06,6,58.0,59.125,60.0,1.0,0.0
2023-04-07,6,58.0,59.266666666666666,129.5,0.8333333333333334,0.0
2023-04-17,6,58.0,59.18333333333333,89.0,0.8333333333333334,0.0
2023-04-18,6,58.0,59.2,76.5,0.8333333333333334,0.0
2023-04-19,6,58.0,59.19166666666666,84.0,1.0,0.0
2023-04-20,6,58.0,56.3,26.0,0.8333333333333334,0.0
2023-04-21,6,58.0,59.725,138.0,1.0,0.0
2023-04-24,6,58.0,59.375,146.5,0.8333333333333334,0.0
2023-04-25,6,58.0,60.33333333333333,200.5,0.6666666666666666,0.0
2023-04-26,6,58.0,60.56666666666667,110.0,0.6666666666666666,0.0
2023-04-27,6,58.0,62.49166666666667,374.5,0.5,0.0
2023-04-28,6,58.0,60.325,247.5,0.5,0.0
