date,n_trains,train_planned_journey_min,train_actual_journey_min,train_delay_arr_median_s,train_on_time_pct,train_cancelled_pct
2021-08-01,51,55.0,55.766666666666666,56.5,1.0,0.0
2021-08-02,76,59.0,57.03333333333333,-68.5,1.0,0.0
2021-08-03,77,59.0,54.3,-60.0,1.0,0.0
2021-08-04,77,59.0,57.266666666666666,-70.0,0.987012987012987,0.0
2021-08-05,77,59.0,57.400000000000006,-67.0,1.0,0.0
2021-08-06,77,59.0,57.016666666666666,-82.5,1.0,0.0
2021-08-07,52,55.0,53.891666666666666,-53.0,1.0,0.0
2021-08-08,51,55.0,54.208333333333336,-44.0,1.0,0.0
2021-08-09,77,59.0,57.241666666666674,-82.0,1.0,0.0
2021-08-10,77,59.0,58.275,-37.0,1.0,0.0
2021-08-11,77,59.0,57.516666666666666,-68.5,1.0,0.0
2021-08-12,77,59.0,56.34166666666667,-65.5,1.0,0.0
2021-08-13,77,59.0,53.925,-60.5,1.0,0.0
2021-08-14,50,55.0,53.53333333333333,-74.0,1.0,0.0
2021-08-15,48,55.0,53.91666666666667,-54.0,1.0,0.0
2021-08-16,77,59.0,56.7,-97.5,1.0,0.0
2021-08-17,78,59.0,58.599999999999994,-70.0,1.0,0.0
2021-08-18,77,59.0,58.05,-73.0,1.0,0.0
2021-08-19,77,59.0,56.733333333333334,-101.5,1.0,0.0
2021-08-20,76,59.0,58.108333333333334,-51.0,0.9868421052631579,0.0
2021-08-21,52,55.0,54.349999999999994,-43.5,1.0,0.0
2021-08-22,51,55.0,54.108333333333334,-48.0,1.0,0.0
2021-08-23,77,59.0,54.641666666666666,-122.0,1.0,0.0
2021-08-24,77,59.0,56.641666666666666,-109.0,1.0,0.0
2021-08-25,77,59.0,58.141666666666666,-26.5,1.0,0.0
2021-08-26,77,59.0,56.575,-112.5,1.0,0.0
2021-08-27,77,59.0,58.016666666666666,-54.0,1.0,0.0
2021-08-28,55,55.0,54.24166666666666,-50.5,1.0,0.0
2021-08-29,54,55.0,53.75833333333334,-77.5,1.0,0.0
2021-08-30,81,59.0,56.925000000000004,17.0,1.0,0.0
2021-08-31,82,59.0,57.325,-58.5,1.0,0.0
