date,n_trains,train_planned_journey_min,train_actual_journey_min,train_delay_arr_median_s,train_on_time_pct,train_cancelled_pct
2024-08-01,77,58.0,61.108333333333334,102.5,0.987012987012987,0.0
2024-08-02,76,58.0,61.08333333333333,81.5,0.9868421052631579,0.0
2024-08-03,52,57.0,57.05,22.0,1.0,0.0
2024-08-04,50,57.0,57.43333333333333,28.0,1.0,0.0
2024-08-05,78,58.0,57.900000000000006,-6.5,1.0,0.0
2024-08-06,73,58.0,58.30833333333334,26.0,1.0,0.0
2024-08-07,78,58.0,58.575,50.0,1.0,0.0
2024-08-08,78,58.0,58.025,36.0,1.0,0.0
2024-08-09,78,58.0,58.25833333333333,32.5,1.0,0.0
2024-08-10,49,39.0,41.25,200.0,0.9591836734693877,0.0
2024-08-11,48,39.0,39.483333333333334,157.0,0.9583333333333334,0.0
2024-08-12,77,58.0,59.11666666666667,61.5,1.0,0.0
2024-08-13,78,58.0,61.93333333333334,93.5,0.9743589743589743,0.0
2024-08-14,77,58.0,58.349999999999994,83.0,0.987012987012987,0.0
2024-08-15,52,57.0,58.15,93.0,1.0,0.0
2024-08-16,73,58.0,64.90833333333333,65.5,0.9863013698630136,0.0
2024-08-17,49,39.0,40.21666666666667,104.0,0.9795918367346939,0.0
2024-08-18,48,39.0,38.88333333333333,12.0,0.9791666666666666,0.0
2024-08-19,76,58.0,57.849999999999994,59.0,0.9868421052631579,0.0
2024-08-20,76,67.0,61.25,92.0,0.9736842105263158,0.0
2024-08-21,77,58.0,58.150000000000006,37.5,1.0,0.0
2024-08-22,78,58.0,58.84166666666667,122.0,0.9871794871794872,0.0
2024-08-23,77,58.0,60.108333333333334,107.5,0.987012987012987,0.0
2024-08-24,49,,,,1.0,0.0
2024-08-25,47,57.0,56.95,-6.0,1.0,0.0
2024-08-26,77,58.0,65.18333333333334,104.5,0.987012987012987,0.0
2024-08-27,79,58.0,60.166666666666664,138.0,0.9873417721518988,0.0
2024-08-28,77,58.0,61.733333333333334,174.5,0.987012987012987,0.0
2024-08-29,77,58.0,62.15833333333333,96.0,0.974025974025974,0.0
2024-08-30,79,58.0,58.63333333333334,72.5,1.0,0.0
2024-08-31,43,66.0,66.25,38.0,1.0,0.0
