date,n_trains,train_planned_journey_min,train_actual_journey_min,train_delay_arr_median_s,train_on_time_pct,train_cancelled_pct
2025-09-01,6,58.5,56.71666666666667,-13.5,0.8333333333333334,0.0
2025-09-02,6,58.5,57.916666666666664,106.0,0.6666666666666666,0.0
2025-09-03,6,58.5,56.86666666666666,-2.5,1.0,0.0
2025-09-04,6,58.5,57.891666666666666,6.0,1.0,0.0
2025-09-05,6,58.5,58.50833333333334,34.5,1.0,0.0
2025-09-06,5,38.0,41.43333333333333,2.0,0.8,0.0
2025-09-07,6,51.0,51.09166666666667,28.0,1.0,0.0
2025-09-08,6,58.5,57.541666666666664,-39.5,1.0,0.0
2025-09-09,6,58.5,58.125,-1.0,1.0,0.0
2025-09-10,6,58.5,58.125,4.0,1.0,0.0
2025-09-11,6,58.5,57.275000000000006,-48.5,0.8333333333333334,0.0
2025-09-12,5,50.0,51.85,-15.0,1.0,0.0
2025-09-13,3,65.0,64.91666666666667,9.0,1.0,0.0
2025-09-14,3,65.0,64.96666666666667,7.0,1.0,0.0
2025-09-15,6,58.5,57.88333333333333,-14.5,1.0,0.0
2025-09-16,6,58.5,57.275000000000006,-43.0,1.0,0.0
2025-09-17,6,58.5,57.55833333333334,-32.0,0.6666666666666666,0.0
2025-09-18,6,58.5,58.175,-8.0,1.0,0.0
2025-09-19,6,58.5,57.45,-38.5,1.0,0.0
2025-09-20,9,38.0,39.166666666666664,39.0,1.0,0.0
2025-09-21,9,38.0,38.166666666666664,20.0,1.0,0.0
2025-09-22,6,58.5,57.016666666666666,-46.5,1.0,0.0
2025-09-23,6,58.5,64.38333333333333,64.5,0.6666666666666666,0.0
2025-09-24,6,58.5,57.6,-11.0,1.0,0.0
2025-09-25,6,58.5,62.483333333333334,255.0,0.6666666666666666,0.0
2025-09-26,5,50.0,50.0,-23.0,1.0,0.0
2025-09-27,3,64.0,63.93333333333333,13.0,1.0,0.0
2025-09-28,3,64.0,63.833333333333336,9.0,1.0,0.0
2025-09-29,6,58.5,57.78333333333333,35.0,1.0,0.0
2025-09-30,6,58.5,57.45,-1.5,1.0,0.0
