date,n_trains,train_planned_journey_min,train_actual_journey_min,train_delay_arr_median_s,train_on_time_pct,train_cancelled_pct
2022-09-01,82,58.0,69.1,248.5,0.975609756097561,0.0
2022-09-02,81,58.0,57.949999999999996,17.5,1.0,0.0
2022-09-03,45,,,,1.0,0.0
2022-09-04,45,,,,1.0,0.0
2022-09-05,81,58.0,58.9,81.5,1.0,0.0
2022-09-06,82,58.0,58.175,99.5,0.9878048780487805,0.0
2022-09-07,82,58.0,61.80833333333334,72.0,0.975609756097561,0.0
2022-09-08,82,58.0,57.33333333333333,69.0,1.0,0.0
2022-09-09,82,58.0,57.891666666666666,74.0,0.9878048780487805,0.0
2022-09-10,49,,,,1.0,0.0
2022-09-11,44,,,,1.0,0.0
2022-09-12,83,58.0,57.99166666666667,111.0,0.9759036144578314,0.0
2022-09-13,82,58.0,57.858333333333334,86.5,0.9878048780487805,0.0
2022-09-14,82,58.0,59.400000000000006,82.5,0.9878048780487805,0.0
2022-09-15,80,58.0,55.675,10.0,1.0,0.0
2022-09-16,81,58.0,59.275000000000006,142.5,0.9876543209876543,0.0
2022-09-17,52,42.0,41.74166666666667,108.0,1.0,0.0
2022-09-18,50,42.0,41.28333333333333,6.0,1.0,0.0
2022-09-19,82,58.0,60.641666666666666,272.0,0.9634146341463414,0.0
2022-09-20,81,58.0,58.79166666666667,50.0,1.0,0.0
2022-09-21,82,58.0,59.3,143.0,1.0,0.0
2022-09-22,81,58.0,58.8,114.5,1.0,0.0
2022-09-23,82,58.0,58.71666666666667,238.0,0.975609756097561,0.0
2022-09-24,49,,,,1.0,0.0
2022-09-25,48,,,,1.0,0.0
2022-09-26,80,58.0,58.75,104.5,0.9875,0.0
2022-09-27,82,58.0,65.85,146.5,0.9878048780487805,0.0
2022-09-28,80,58.0,65.45833333333333,492.5,0.95,0.0
2022-09-29,82,58.0,58.625,128.5,1.0,0.0
2022-09-30,79,58.0,63.70833333333333,327.5,0.9620253164556962,0.0
