date,n_trains,train_planned_journey_min,train_actual_journey_min,train_delay_arr_median_s,train_on_time_pct,train_cancelled_pct
2023-06-01,81,58.0,59.56666666666666,118.0,1.0,0.0
2023-06-02,81,58.0,62.266666666666666,37.5,0.9753086419753086,0.0
2023-06-03,48,58.0,56.06666666666667,-57.0,1.0,0.0
2023-06-04,50,58.0,56.71666666666667,-80.0,1.0,0.0
2023-06-05,82,58.0,58.724999999999994,129.0,1.0,0.0
2023-06-06,79,58.0,59.94166666666666,166.0,0.9873417721518988,0.0
2023-06-07,82,58.0,60.30833333333334,217.5,1.0,0.0
2023-06-08,81,58.0,57.96666666666667,38.5,1.0,0.0
2023-06-09,75,67.0,71.83333333333333,1689.0,0.9866666666666667,0.0
2023-06-10,49,58.0,54.733333333333334,-42.0,1.0,0.0
2023-06-11,49,57.0,55.65,-6.0,1.0,0.0
2023-06-12,81,58.0,56.775,31.5,0.9876543209876543,0.0
2023-06-13,81,58.0,59.55,192.0,0.9753086419753086,0.0
2023-06-14,80,67.0,84.38333333333334,1056.0,0.9875,0.0
2023-06-15,82,58.0,60.608333333333334,98.5,0.975609756097561,0.0
2023-06-16,82,58.0,60.525,194.5,1.0,0.0
2023-06-17,45,58.0,57.21666666666667,-36.0,1.0,0.0
2023-06-18,43,58.0,56.78333333333333,-33.0,1.0,0.0
2023-06-19,76,49.0,57.025000000000006,529.5,0.9342105263157895,0.0
2023-06-20,82,58.0,59.90833333333333,187.5,1.0,0.0
2023-06-21,82,58.0,69.425,357.0,0.9512195121951219,0.0
2023-06-22,81,58.0,59.358333333333334,133.5,0.9876543209876543,0.0
2023-06-23,82,58.0,57.400000000000006,55.0,1.0,0.0
2023-06-24,48,39.0,40.333333333333336,86.0,1.0,0.0
2023-06-25,47,39.0,39.06666666666667,97.0,0.9574468085106383,0.0
2023-06-26,82,58.0,63.883333333333326,375.5,0.9634146341463414,0.0
2023-06-27,82,58.0,59.58333333333333,111.5,0.9878048780487805,0.0
2023-06-28,82,58.0,61.93333333333333,241.5,0.9634146341463414,0.0
2023-06-29,81,58.0,58.55,164.5,0.9876543209876543,0.0
2023-06-30,82,58.0,56.70833333333333,20.0,1.0,0.0
