date,n_trains,train_planned_journey_min,train_actual_journey_min,train_delay_arr_median_s,train_on_time_pct,train_cancelled_pct
2024-09-01,41,66.0,66.08333333333333,8.0,1.0,0.0
2024-09-02,82,58.0,57.858333333333334,157.5,0.9878048780487805,0.0
2024-09-03,80,58.0,94.425,1687.0,0.9625,0.0
2024-09-04,80,58.0,60.733333333333334,192.5,0.975,0.0
2024-09-05,71,58.0,62.141666666666666,194.0,0.971830985915493,0.0
2024-09-06,80,58.0,63.28333333333333,178.5,0.975,0.0
2024-09-07,46,,,,1.0,0.0
2024-09-08,46,,,,1.0,0.0
2024-09-09,83,58.0,56.93333333333334,245.0,0.963855421686747,0.0
2024-09-10,79,58.0,61.35000000000001,268.0,0.9746835443037974,0.0
2024-09-11,83,49.0,60.13333333333333,229.0,0.9759036144578314,0.0
2024-09-12,81,58.0,58.0,44.0,1.0,0.0
2024-09-13,83,58.0,58.31666666666666,183.5,1.0,0.0
2024-09-14,51,,,,1.0,0.0
2024-09-15,49,,,,1.0,0.0
2024-09-16,80,58.0,58.325,141.0,0.975,0.0
2024-09-17,83,58.0,64.38333333333333,199.0,0.9759036144578314,0.0
2024-09-18,83,58.0,62.458333333333336,162.5,0.9759036144578314,0.0
2024-09-19,81,58.0,61.56666666666666,235.5,0.9876543209876543,0.0
2024-09-20,83,58.0,58.56666666666666,76.0,0.9879518072289156,0.0
2024-09-21,51,42.0,38.84166666666667,50.5,1.0,0.0
2024-09-22,50,42.0,40.55,74.0,1.0,0.0
2024-09-23,81,58.0,59.20833333333333,139.5,0.9753086419753086,0.0
2024-09-24,82,58.0,62.16666666666667,262.0,0.9634146341463414,0.0
2024-09-25,82,58.0,59.84166666666667,131.5,0.975609756097561,0.0
2024-09-26,82,58.0,59.30833333333334,116.5,0.9878048780487805,0.0
2024-09-27,83,58.0,62.25833333333334,323.5,0.963855421686747,0.0
2024-09-28,51,42.0,41.333333333333336,40.0,1.0,0.0
2024-09-29,50,42.0,38.36666666666667,41.0,1.0,0.0
2024-09-30,84,58.0,59.31666666666667,123.0,0.9880952380952381,0.0
