date,n_trains,train_planned_journey_min,train_actual_journey_min,train_delay_arr_median_s,train_on_time_pct,train_cancelled_pct
2024-05-01,3,57.0,56.75,-16.0,1.0,0.0
2024-05-02,6,58.0,59.25833333333333,117.0,0.8333333333333334,0.0
2024-05-03,6,58.0,60.43333333333333,160.0,0.6666666666666666,0.0
2024-05-04,9,40.0,39.78333333333333,140.0,0.6666666666666666,0.0
2024-05-05,9,40.0,38.96666666666667,-4.0,1.0,0.0
2024-05-06,6,58.0,58.65,99.5,1.0,0.0
2024-05-07,6,58.0,56.8,-17.0,0.8333333333333334,0.0
2024-05-08,6,58.0,68.08333333333333,113.0,0.6666666666666666,0.0
2024-05-09,3,57.0,56.983333333333334,16.0,1.0,0.0
2024-05-10,6,58.0,57.925,14.0,1.0,0.0
2024-05-11,9,39.0,38.3,48.0,0.8888888888888888,0.0
2024-05-12,9,39.0,39.916666666666664,74.0,1.0,0.0
2024-05-13,6,58.0,59.25833333333334,80.5,1.0,0.0
2024-05-14,6,58.0,57.416666666666664,3.5,1.0,0.0
2024-05-15,6,58.0,61.975,103.5,0.6666666666666666,0.0
2024-05-16,6,58.0,62.075,146.0,0.8333333333333334,0.0
2024-05-17,6,58.0,56.766666666666666,91.5,0.6666666666666666,0.0
2024-05-21,6,58.0,70.05000000000001,526.0,0.3333333333333333,0.0
2024-05-22,6,58.0,60.075,88.5,0.8333333333333334,0.0
2024-05-23,6,58.0,59.125,80.0,0.6666666666666666,0.0
2024-05-24,6,58.0,69.70833333333333,417.5,0.3333333333333333,0.0
2024-05-27,6,58.0,60.525,206.5,0.8333333333333334,0.0
2024-05-28,6,58.0,57.74166666666667,111.0,1.0,0.0
2024-05-29,6,58.0,58.34166666666667,80.0,1.0,0.0
2024-05-30,6,58.0,57.31666666666666,29.0,1.0,0.0
2024-05-31,6,58.0,57.80833333333333,79.5,1.0,0.0
