datum;weekdag_naam;is_werkdag;maand;auto_reistijd_min;auto_reistijd_p85_min;vertraging_min;drukte_voertuigen;reistijd_index;tunnel_vc;tunnel_drukte;schoolvakantie;vakantie_naam;feestdag;feestdag_naam;pendeldag;seizoen;ring_bezetting;file_ring_min;reistijd_gm_min;vertrek_gent
2025-06-04;woensdag;True;6;6.7;6.7;0.4;4635;1.057;0.8952579146362821;4634.666666666666;False;;False;;True;zomer;0.8952579146362821;31.7;91.7;07:28
2025-06-05;donderdag;True;6;6.7;6.7;0.3;4920;1.054;0.9503100950889591;4919.666666666666;False;;False;;True;zomer;0.9503100950889591;42.7;102.7;07:17
2025-06-06;vrijdag;True;6;6.8;6.8;0.5;4694;1.073;0.9066546818177135;4693.666666666667;False;;False;;True;zomer;0.9066546818177135;33.8;93.8;07:26
2025-06-07;zaterdag;False;6;6.4;6.4;0.0;2390;1.005;0.4616012651055456;2389.6666666666665;False;;False;;False;zomer;0.4616012651055456;1.2;61.2;07:58
2025-06-08;zondag;False;6;6.3;6.3;0.0;1186;1.0;0.22915872541646493;1186.3333333333335;False;;False;;False;zomer;0.22915872541646493;0.0;60.0;08:00
2025-06-09;maandag;True;6;6.3;6.3;0.0;1217;1.0;0.2351468573253526;1217.3333333333335;False;;True;Pinkstermaandag;False;zomer;0.2351468573253526;0.0;60.0;08:00
2025-06-10;dinsdag;True;6;5.6;6.4;-0.7;4900;0.886;0.9464467841799993;4899.666666666666;False;;False;;True;zomer;0.9464467841799993;41.9;101.9;07:18
2025-06-11;woensdag;True;6;5.7;6.5;-0.6;4840;0.899;0.9349212399682693;4840.0;False;;False;;True;zomer;0.9349212399682693;39.4;99.4;07:20
2025-06-12;donderdag;True;6;5.6;6.4;-0.7;4910;0.888;0.9484428281496285;4910.0;False;;False;;True;zomer;0.9484428281496285;42.3;102.3;07:17
2025-06-13;vrijdag;True;6;4.9;5.1;-1.4;4755;0.772;0.918437780090041;4754.666666666667;False;;False;;True;zomer;0.918437780090041;36.0;96.0;07:24
2025-06-14;zaterdag;False;6;6.4;6.4;0.0;2582;1.006;0.498753438346709;2582.0;False;;False;;False;zomer;0.498753438346709;1.7;61.7;07:58
2025-06-15;zondag;False;6;6.3;6.3;0.0;1368;1.0;0.264314854687999;1368.3333333333333;False;;False;;False;zomer;0.264314854687999;0.1;60.1;07:59
2025-06-16;maandag;True;6;6.6;6.6;0.3;4453;1.041;0.860101785364748;4452.666666666667;False;;False;;True;zomer;0.860101785364748;25.9;85.9;07:34
2025-06-17;dinsdag;True;6;6.6;6.7;0.3;4739;1.049;0.9154115198780224;4739.0;False;;False;;True;zomer;0.9154115198780224;35.4;95.4;07:24
2025-06-18;woensdag;True;6;5.3;6.3;-1.0;4815;0.835;0.9300277128169203;4814.666666666667;False;;False;;True;zomer;0.9300277128169203;38.4;98.4;07:21
2025-06-19;donderdag;True;6;6.6;6.7;0.3;4605;1.048;0.8894629482728424;4604.666666666667;False;;False;;True;zomer;0.8894629482728424;30.7;90.7;07:29
2025-06-20;vrijdag;True;6;5.7;6.5;-0.6;4845;0.902;0.9358870676955093;4845.0;False;;False;;True;zomer;0.9358870676955093;39.6;99.6;07:20
2025-06-21;zaterdag;False;6;6.4;6.4;0.0;2576;1.007;0.4975300565588717;2575.666666666667;False;;False;;False;zomer;0.4975300565588717;1.7;61.7;07:58
2025-06-22;zondag;False;6;5.3;6.0;-1.1;1447;0.834;0.2795749327783902;1447.3333333333335;False;;False;;False;zomer;0.2795749327783902;0.1;60.1;07:59
2025-06-23;maandag;True;6;6.7;6.7;0.3;4698;1.054;0.9074273439995054;4697.666666666666;False;;False;;True;zomer;0.9074273439995054;33.9;93.9;07:26
2025-06-24;dinsdag;True;6;6.6;6.6;0.3;4379;1.045;0.8458075350015968;4378.666666666666;False;;False;;True;zomer;0.8458075350015968;23.9;83.9;07:36
2025-06-25;woensdag;True;6;6.7;6.7;0.4;4911;1.064;0.9486359936950766;4911.0;False;;False;;True;zomer;0.9486359936950766;42.3;102.3;07:17
2025-06-26;donderdag;True;6;3.9;4.1;-2.4;216;0.614;0.04165936930161641;215.66666666666666;False;;False;;True;zomer;0.04165936930161641;0.0;60.0;08:00
2025-06-27;vrijdag;True;6;6.7;6.8;0.4;4719;1.065;0.911612597484212;4719.333333333333;False;;False;;True;zomer;0.911612597484212;34.7;94.7;07:25
2025-06-28;zaterdag;False;6;5.3;6.1;-1.0;2609;0.84;0.5039045195586553;2608.6666666666665;False;;False;;False;zomer;0.5039045195586553;1.8;61.8;07:58
2025-06-29;zondag;False;6;6.3;6.3;0.0;1402;1.0;0.27088248323323066;1402.3333333333333;False;;False;;False;zomer;0.27088248323323066;0.1;60.1;07:59
2025-06-30;maandag;True;6;6.5;6.5;0.1;3791;1.021;0.7322905827933283;3791.0;False;;False;;True;zomer;0.7322905827933283;11.6;71.6;07:48
2025-07-01;dinsdag;True;7;5.2;5.7;-1.2;4485;0.817;0.8662830828190837;4484.666666666667;True;Zomervakantie;False;;False;zomer;0.8662830828190837;26.9;86.9;07:33
2025-07-02;woensdag;True;7;6.5;6.5;0.2;4314;1.03;0.8333161630626269;4314.0;True;Zomervakantie;False;;False;zomer;0.8333161630626269;22.2;82.2;07:37
2025-07-03;donderdag;True;7;6.7;6.7;0.4;4676;1.055;0.9033064790299484;4676.333333333334;True;Zomervakantie;False;;False;zomer;0.9033064790299484;33.2;93.2;07:26
2025-07-04;vrijdag;True;7;5.4;6.2;-0.9;4185;0.859;0.8083334191846869;4184.666666666667;True;Zomervakantie;False;;False;zomer;0.8083334191846869;19.0;79.0;07:41
2025-07-05;zaterdag;False;7;6.4;6.4;0.0;2170;1.003;0.4191048451069879;2169.666666666667;True;Zomervakantie;False;;False;zomer;0.4191048451069879;0.7;60.7;07:59
2025-07-06;zondag;False;7;6.3;6.3;0.0;1071;1.0;0.20694468768994612;1071.3333333333335;True;Zomervakantie;False;;False;zomer;0.20694468768994612;0.0;60.0;08:00
2025-07-07;maandag;True;7;5.4;6.2;-0.9;3539;0.858;0.6836772538555843;3539.3333333333335;True;Zomervakantie;False;;False;zomer;0.6836772538555843;8.2;68.2;07:51
2025-07-08;dinsdag;True;7;5.2;6.1;-1.1;4698;0.82;0.9074917325146548;4698.0;True;Zomervakantie;False;;False;zomer;0.9074917325146548;33.9;93.9;07:26
2025-07-09;woensdag;True;7;6.6;6.6;0.2;4601;1.038;0.8887546746061998;4601.0;True;Zomervakantie;False;;False;zomer;0.8887546746061998;30.6;90.6;07:29
2025-07-10;donderdag;True;7;6.5;6.5;0.2;4405;1.032;0.8508942276983938;4405.0;True;Zomervakantie;False;;False;zomer;0.8508942276983938;24.6;84.6;07:35
2025-07-11;vrijdag;True;7;6.4;6.5;0.1;3652;1.018;0.7055049604912071;3652.3333333333335;True;Zomervakantie;False;;False;zomer;0.7055049604912071;9.6;69.6;07:50
2025-07-12;zaterdag;False;7;5.3;6.0;-1.0;2091;0.836;0.40397354404689545;2091.3333333333335;True;Zomervakantie;False;;False;zomer;0.40397354404689545;0.6;60.6;07:59
2025-07-13;zondag;False;7;6.3;6.3;0.0;1279;1.0;0.24699434411282928;1278.6666666666667;True;Zomervakantie;False;;False;zomer;0.24699434411282928;0.1;60.1;07:59
2025-07-14;maandag;True;7;6.7;6.7;0.4;4541;1.056;0.8771003533641711;4540.666666666666;True;Zomervakantie;False;;False;zomer;0.8771003533641711;28.6;88.6;07:31
2025-07-15;dinsdag;True;7;6.9;6.9;0.5;4803;1.082;0.9277741147866937;4803.0;True;Zomervakantie;False;;False;zomer;0.9277741147866937;37.9;97.9;07:22
2025-07-16;woensdag;True;7;6.9;6.9;0.6;4677;1.087;0.903435256060247;4677.0;True;Zomervakantie;False;;False;zomer;0.903435256060247;33.2;93.2;07:26
2025-07-17;donderdag;True;7;7.0;7.0;0.6;4840;1.098;0.9349212399682694;4840.0;True;Zomervakantie;False;;False;zomer;0.9349212399682694;39.4;99.4;07:20
2025-07-18;vrijdag;True;7;6.6;6.7;0.3;4138;1.045;0.79938341557893;4138.333333333333;True;Zomervakantie;False;;False;zomer;0.79938341557893;18.0;78.0;07:42
2025-07-19;zaterdag;False;7;5.3;6.1;-1.0;2395;0.839;0.4625670928327856;2394.6666666666665;True;Zomervakantie;False;;False;zomer;0.4625670928327856;1.2;61.2;07:58
2025-07-20;zondag;False;7;5.3;6.0;-1.1;1371;0.834;0.26482996280919363;1371.0;True;Zomervakantie;False;;False;zomer;0.26482996280919363;0.1;60.1;07:59
2025-07-21;maandag;True;7;6.3;6.3;0.0;1583;1.001;0.30584544695931676;1583.3333333333335;True;Zomervakantie;True;Nationale feestdag;False;zomer;0.30584544695931676;0.1;60.1;07:59
2025-07-22;dinsdag;True;7;6.7;6.7;0.4;4432;1.059;0.8560453089103403;4431.666666666667;True;Zomervakantie;False;;False;zomer;0.8560453089103403;25.3;85.3;07:34
2025-07-23;woensdag;True;7;6.7;6.7;0.4;4275;1.056;0.8258470953053045;4275.333333333333;True;Zomervakantie;False;;False;zomer;0.8258470953053045;21.2;81.2;07:38
2025-07-24;donderdag;True;7;5.3;6.3;-1.0;4472;0.835;0.8639007077585585;4472.333333333334;True;Zomervakantie;False;;False;zomer;0.8639007077585585;26.5;86.5;07:33
2025-07-25;vrijdag;True;7;6.5;6.6;0.2;3771;1.034;0.7283628833692192;3770.6666666666665;True;Zomervakantie;False;;False;zomer;0.7283628833692192;11.3;71.3;07:48
2025-07-26;zaterdag;False;7;6.4;6.4;0.0;2248;1.004;0.43423614616708045;2248.0;True;Zomervakantie;False;;False;zomer;0.43423614616708045;0.9;60.9;07:59
2025-07-27;zondag;False;7;6.3;6.3;0.0;1327;1.0;0.2562662902943328;1326.6666666666667;True;Zomervakantie;False;;False;zomer;0.2562662902943328;0.1;60.1;07:59
2025-07-28;maandag;True;7;6.7;6.7;0.3;4343;1.051;0.8389179638806186;4343.0;True;Zomervakantie;False;;False;zomer;0.8389179638806186;22.9;82.9;07:37
2025-07-29;dinsdag;True;7;5.6;6.4;-0.7;4546;0.89;0.8780661810914111;4545.666666666667;True;Zomervakantie;False;;False;zomer;0.8780661810914111;28.8;88.8;07:31
2025-07-30;woensdag;True;7;6.7;6.7;0.3;4389;1.05;0.847803578971226;4389.0;True;Zomervakantie;False;;False;zomer;0.847803578971226;24.1;84.1;07:35
2025-07-31;donderdag;True;7;6.8;6.8;0.5;4653;1.073;0.8987992829694953;4653.0;True;Zomervakantie;False;;False;zomer;0.8987992829694953;32.3;92.3;07:27
2025-08-01;vrijdag;True;8;6.5;6.6;0.2;3864;1.034;0.7464560561261808;3864.333333333333;True;Zomervakantie;False;;False;zomer;0.7464560561261808;12.8;72.8;07:47
2025-08-02;zaterdag;False;8;6.4;6.4;0.0;2160;1.003;0.41717318965250805;2159.6666666666665;True;Zomervakantie;False;;False;zomer;0.41717318965250805;0.7;60.7;07:59
2025-08-03;zondag;False;8;6.3;6.3;0.0;1371;1.0;0.2647655742940443;1370.6666666666665;True;Zomervakantie;False;;False;zomer;0.2647655742940443;0.1;60.1;07:59
2025-08-04;maandag;True;8;6.8;6.8;0.5;4810;1.077;0.929190662119979;4810.333333333334;True;Zomervakantie;False;;False;zomer;0.929190662119979;38.2;98.2;07:21
2025-08-05;dinsdag;True;8;6.6;6.8;0.2;4999;1.037;0.9656345616944997;4999.0;True;Zomervakantie;False;;False;zomer;0.9656345616944997;46.3;106.3;07:13
2025-08-06;woensdag;True;8;6.9;6.9;0.6;4866;1.095;0.939943544149917;4866.0;True;Zomervakantie;False;;False;zomer;0.939943544149917;40.4;100.4;07:19
2025-08-07;donderdag;True;8;6.8;6.9;0.4;4894;1.066;0.9453521794224607;4894.0;True;Zomervakantie;False;;False;zomer;0.9453521794224607;41.6;101.6;07:18
2025-08-08;vrijdag;True;8;6.6;6.6;0.3;4143;1.047;0.80034924330617;4143.333333333334;True;Zomervakantie;False;;False;zomer;0.80034924330617;18.1;78.1;07:41
2025-08-09;zaterdag;False;8;6.4;6.4;0.0;2310;1.005;0.4462124099848558;2310.0;True;Zomervakantie;False;;False;zomer;0.4462124099848558;1.0;61.0;07:59
2025-08-10;zondag;False;8;6.3;6.3;0.0;1445;1.001;0.2791886016874942;1445.3333333333333;True;Zomervakantie;False;;False;zomer;0.2791886016874942;0.1;60.1;07:59
2025-08-11;maandag;True;8;7.0;7.0;0.6;4781;1.102;0.9235244727868379;4781.0;True;Zomervakantie;False;;False;zomer;0.9235244727868379;37.0;97.0;07:23
2025-08-12;dinsdag;True;8;6.5;6.7;0.2;4785;1.032;0.9243615234837792;4785.333333333333;True;Zomervakantie;False;;False;zomer;0.9243615234837792;37.2;97.2;07:22
2025-08-13;woensdag;True;8;7.0;7.0;0.6;4850;1.102;0.9369172839378985;4850.333333333333;True;Zomervakantie;False;;False;zomer;0.9369172839378985;39.8;99.8;07:20
2025-08-14;donderdag;True;8;6.3;6.7;0.0;4775;1.002;0.9224298680292994;4775.333333333334;True;Zomervakantie;False;;False;zomer;0.9224298680292994;36.8;96.8;07:23
2025-08-15;vrijdag;True;8;6.4;6.4;0.0;2251;1.004;0.43481564280342444;2251.0;True;Zomervakantie;True;O.L.V. Hemelvaart;False;zomer;0.43481564280342444;0.9;60.9;07:59
2025-08-16;zaterdag;False;8;6.3;6.4;0.0;1987;1.002;0.3838199388051552;1987.0;True;Zomervakantie;False;;False;zomer;0.3838199388051552;0.5;60.5;07:59
2025-08-17;zondag;False;8;6.3;6.3;0.0;1360;1.001;0.2627695303244151;1360.3333333333333;True;Zomervakantie;False;;False;zomer;0.2627695303244151;0.1;60.1;07:59
2025-08-18;maandag;True;8;6.7;6.7;0.4;4817;1.059;0.9304784324229656;4817.0;True;Zomervakantie;False;;False;zomer;0.9304784324229656;38.4;98.4;07:21
2025-08-19;dinsdag;True;8;6.7;6.7;0.4;4827;1.061;0.9324100878774455;4827.0;True;Zomervakantie;False;;False;zomer;0.9324100878774455;38.8;98.8;07:21
2025-08-20;woensdag;True;8;6.7;6.8;0.4;4823;1.063;0.9317018142108028;4823.333333333333;True;Zomervakantie;False;;False;zomer;0.9317018142108028;38.7;98.7;07:21
2025-08-21;donderdag;True;8;6.8;6.8;0.4;4863;1.067;0.939364047513573;4863.0;True;Zomervakantie;False;;False;zomer;0.939364047513573;40.3;100.3;07:19
2025-08-22;vrijdag;True;8;6.6;6.6;0.3;4257;1.041;0.8223057269720915;4257.0;True;Zomervakantie;False;;False;zomer;0.8223057269720915;20.7;80.7;07:39
2025-08-23;zaterdag;False;8;6.4;6.4;0.0;2371;1.004;0.45799550825718316;2371.0;True;Zomervakantie;False;;False;zomer;0.45799550825718316;1.1;61.1;07:58
2025-08-24;zondag;False;8;6.3;6.3;0.0;1397;1.001;0.2699166555059907;1397.3333333333335;True;Zomervakantie;False;;False;zomer;0.2699166555059907;0.1;60.1;07:59
2025-08-25;maandag;True;8;6.9;6.9;0.5;4883;1.087;0.9431629699073836;4882.666666666667;True;Zomervakantie;False;;False;zomer;0.9431629699073836;41.1;101.1;07:18
2025-08-26;dinsdag;True;8;6.8;6.8;0.5;3789;1.074;0.731839863187283;3788.6666666666665;True;Zomervakantie;False;;False;zomer;0.731839863187283;11.6;71.6;07:48
2025-08-27;woensdag;True;8;6.8;6.8;0.4;4868;1.067;0.9402654867256637;4867.666666666666;True;Zomervakantie;False;;False;zomer;0.9402654867256637;40.5;100.5;07:19
2025-08-28;donderdag;True;8;5.6;6.4;-0.7;4882;0.892;0.9430341928770849;4882.0;True;Zomervakantie;False;;False;zomer;0.9430341928770849;41.1;101.1;07:18
2025-08-29;vrijdag;True;8;6.3;6.5;-0.0;4550;0.997;0.878838843273203;4549.666666666667;True;Zomervakantie;False;;False;zomer;0.878838843273203;28.9;88.9;07:31
2025-08-30;zaterdag;False;8;6.4;6.4;0.0;2423;1.006;0.46810450513562796;2423.333333333333;True;Zomervakantie;False;;False;zomer;0.46810450513562796;1.2;61.2;07:58
2025-08-31;zondag;False;8;5.3;6.0;-1.1;1300;0.834;0.2511795975975357;1300.3333333333335;True;Zomervakantie;False;;False;zomer;0.2511795975975357;0.1;60.1;07:59
2025-09-01;maandag;True;9;6.8;6.8;0.4;4851;1.069;0.9370460609681972;4851.0;False;;False;;True;herfst;0.9370460609681972;39.8;99.8;07:20
2025-09-02;dinsdag;True;9;6.7;6.7;0.4;4753;1.058;0.9181158375142943;4753.0;False;;False;;True;herfst;0.9181158375142943;36.0;96.0;07:24
2025-09-03;woensdag;True;9;6.2;6.4;-0.1;3753;0.977;0.7249502920663047;3753.0;False;;False;;True;herfst;0.7249502920663047;11.0;71.0;07:49
2025-09-04;donderdag;True;9;6.6;6.6;0.3;4360;1.043;0.842137389638085;4359.666666666666;False;;False;;True;herfst;0.842137389638085;23.3;83.3;07:36
2025-09-05;vrijdag;True;9;6.8;6.9;0.5;4776;1.08;0.9224942565444487;4775.666666666667;False;;False;;True;herfst;0.9224942565444487;36.8;96.8;07:23
2025-09-06;zaterdag;False;9;6.4;6.4;0.0;2450;1.006;0.473191197832425;2449.666666666667;False;;False;;False;herfst;0.473191197832425;1.3;61.3;07:58
2025-09-07;zondag;False;9;6.3;6.3;0.0;1474;1.001;0.28472601399033654;1474.0;False;;False;;False;herfst;0.28472601399033654;0.1;60.1;07:59
2025-09-08;maandag;True;9;6.7;6.7;0.3;4853;1.054;0.9374323920590931;4853.0;False;;False;;True;herfst;0.9374323920590931;39.9;99.9;07:20
2025-09-09;dinsdag;True;9;2.9;3.8;-3.5;3300;0.451;0.6374462999783654;3300.0;False;;False;;True;herfst;0.6374462999783654;5.8;65.8;07:54
2025-09-10;woensdag;True;9;6.6;6.6;0.3;4467;1.044;0.8628061030010199;4466.666666666667;False;;False;;True;herfst;0.8628061030010199;26.4;86.4;07:33
2025-09-11;donderdag;True;9;6.7;6.7;0.3;4683;1.051;0.9045298608177857;4682.666666666667;False;;False;;True;herfst;0.9045298608177857;33.4;93.4;07:26
2025-09-12;vrijdag;True;9;6.1;6.1;-0.2;4547;0.964;0.8783237351520083;4547.0;False;;False;;True;herfst;0.8783237351520083;28.8;88.8;07:31
2025-09-13;zaterdag;False;9;6.4;6.4;0.0;2402;1.005;0.46398364016607085;2402.0;False;;False;;False;herfst;0.46398364016607085;1.2;61.2;07:58
2025-09-14;zondag;False;9;6.3;6.3;0.0;1656;1.001;0.31981775474672136;1655.6666666666667;False;;False;;False;herfst;0.31981775474672136;0.2;60.2;07:59
2025-09-15;maandag;True;9;3.3;3.6;-3.0;3763;0.525;0.7268819475207846;3763.0;False;;False;;True;herfst;0.7268819475207846;11.2;71.2;07:48
2025-09-16;dinsdag;True;9;6.6;6.6;0.3;4814;1.045;0.9298989357866216;4814.0;False;;False;;True;herfst;0.9298989357866216;38.3;98.3;07:21
2025-09-17;woensdag;True;9;6.7;6.7;0.4;5079;1.061;0.9810234168151895;5078.666666666666;False;;False;;True;herfst;0.9810234168151895;50.1;110.1;07:09
2025-09-18;donderdag;True;9;6.7;6.7;0.3;4979;1.054;0.9617068622703906;4978.666666666667;False;;False;;True;herfst;0.9617068622703906;45.3;105.3;07:14
2025-09-19;vrijdag;True;9;6.8;6.8;0.4;4834;1.069;0.9337622466955814;4834.0;False;;False;;True;herfst;0.9337622466955814;39.1;99.1;07:20
2025-09-20;zaterdag;False;9;6.4;6.4;0.0;2605;1.006;0.5032606344071621;2605.3333333333335;False;;False;;False;herfst;0.5032606344071621;1.8;61.8;07:58
2025-09-21;zondag;False;9;6.0;6.2;-0.3;1432;0.952;0.27654867256637167;1431.6666666666665;False;;False;;False;herfst;0.27654867256637167;0.1;60.1;07:59
2025-09-22;maandag;True;9;6.7;6.7;0.3;4909;1.055;0.9481852740890313;4908.666666666667;False;;False;;True;herfst;0.9481852740890313;42.2;102.2;07:17
2025-09-23;dinsdag;True;9;6.7;6.7;0.3;4878;1.05;0.9421971421801436;4877.666666666666;False;;False;;True;herfst;0.9421971421801436;40.9;100.9;07:19
2025-09-24;woensdag;True;9;5.6;6.4;-0.7;4771;0.885;0.9216572058475073;4771.333333333333;False;;False;;True;herfst;0.9216572058475073;36.7;96.7;07:23
2025-09-25;donderdag;True;9;6.7;6.7;0.4;4957;1.058;0.9575859973008334;4957.333333333333;False;;False;;True;herfst;0.9575859973008334;44.4;104.4;07:15
2025-09-26;vrijdag;True;9;6.8;6.8;0.5;4909;1.075;0.94831405111933;4909.333333333334;False;;False;;True;herfst;0.94831405111933;42.3;102.3;07:17
2025-09-27;zaterdag;False;9;6.4;6.4;0.0;2610;1.004;0.504226462134402;2610.333333333333;False;;False;;False;herfst;0.504226462134402;1.8;61.8;07:58
2025-09-28;zondag;False;9;5.3;6.0;-1.0;1770;0.835;0.34196740395809083;1770.3333333333335;False;;False;;False;herfst;0.34196740395809083;0.3;60.3;07:59
2025-09-29;maandag;True;9;6.6;6.7;0.3;4855;1.049;0.9378831116651385;4855.333333333333;False;;False;;True;herfst;0.9378831116651385;40.0;100.0;07:20
2025-09-30;dinsdag;True;9;6.9;6.9;0.5;4824;1.084;0.9318949797562508;4824.333333333334;False;;False;;True;herfst;0.9318949797562508;38.7;98.7;07:21
2025-10-01;woensdag;True;10;6.6;6.6;0.3;4323;1.042;0.8351190414868082;4323.333333333334;False;;False;;True;herfst;0.8351190414868082;22.4;82.4;07:37
2025-10-02;donderdag;True;10;6.7;6.8;0.4;5153;1.064;0.9954464442086394;5153.333333333333;False;;False;;True;herfst;0.9954464442086394;53.9;113.9;07:06
2025-10-03;vrijdag;True;10;6.8;6.8;0.5;4784;1.077;0.9241683579383312;4784.333333333333;False;;False;;True;herfst;0.9241683579383312;37.2;97.2;07:22
2025-10-04;zaterdag;False;10;5.9;6.2;-0.4;2413;0.938;0.4660440726508494;2412.6666666666665;False;;False;;False;herfst;0.4660440726508494;1.2;61.2;07:58
2025-10-05;zondag;False;10;6.3;6.3;0.0;1484;1.001;0.2867220579599658;1484.3333333333333;False;;False;;False;herfst;0.2867220579599658;0.1;60.1;07:59
2025-10-06;maandag;True;10;6.6;6.6;0.3;4886;1.047;0.9438712435740262;4886.333333333333;False;;False;;True;herfst;0.9438712435740262;41.3;101.3;07:18
2025-10-07;dinsdag;True;10;5.5;6.3;-0.9;4120;0.864;0.7957776587305676;4119.666666666667;False;;False;;True;herfst;0.7957776587305676;17.6;77.6;07:42
2025-10-08;woensdag;True;10;6.6;6.7;0.3;4892;1.05;0.9449658483315648;4892.0;False;;False;;True;herfst;0.9449658483315648;41.5;101.5;07:18
2025-10-09;donderdag;True;10;6.6;6.6;0.3;4981;1.047;0.9621575818764359;4981.0;False;;False;;True;herfst;0.9621575818764359;45.5;105.5;07:14
2025-10-10;vrijdag;True;10;6.9;6.9;0.5;4874;1.085;0.9414888685135009;4874.0;False;;False;;True;herfst;0.9414888685135009;40.8;100.8;07:19
2025-10-11;zaterdag;False;10;6.4;6.4;0.0;2746;1.007;0.5304969763153287;2746.3333333333335;False;;False;;False;herfst;0.5304969763153287;2.3;62.3;07:57
2025-10-12;zondag;False;10;6.3;6.3;0.0;1427;1.0;0.2757116218694304;1427.3333333333333;False;;False;;False;herfst;0.2757116218694304;0.1;60.1;07:59
2025-10-13;maandag;True;10;6.6;6.7;0.3;4817;1.048;0.9304140439078162;4816.666666666667;False;;False;;True;herfst;0.9304140439078162;38.4;98.4;07:21
2025-10-14;dinsdag;True;10;6.3;6.6;0.0;4836;1.002;0.9341485777864774;4836.0;False;;False;;True;herfst;0.9341485777864774;39.2;99.2;07:20
2025-10-15;woensdag;True;10;6.8;7.0;0.5;4427;1.071;0.8551438696982496;4427.0;False;;False;;True;herfst;0.8551438696982496;25.2;85.2;07:34
2025-10-16;donderdag;True;10;6.7;6.7;0.4;4609;1.057;0.8903643874849331;4609.333333333333;False;;False;;True;herfst;0.8903643874849331;30.8;90.8;07:29
2025-10-17;vrijdag;True;10;6.8;6.8;0.4;4897;1.071;0.9458672875436555;4896.666666666667;False;;False;;True;herfst;0.9458672875436555;41.7;101.7;07:18
2025-10-18;zaterdag;False;10;5.0;5.5;-1.3;2736;0.79;0.5285653208608487;2736.333333333333;False;;False;;False;herfst;0.5285653208608487;2.3;62.3;07:57
2025-10-19;zondag;False;10;6.3;6.3;0.0;1587;1.001;0.3066181091411087;1587.3333333333333;False;;False;;False;herfst;0.3066181091411087;0.1;60.1;07:59
2025-10-20;maandag;True;10;6.7;6.7;0.3;4789;1.05;0.9250697971504218;4789.0;False;;False;;True;herfst;0.9250697971504218;37.3;97.3;07:22
2025-10-21;dinsdag;True;10;6.6;6.7;0.3;4817;1.049;0.9305428209381148;4817.333333333333;False;;False;;True;herfst;0.9305428209381148;38.5;98.5;07:21
2025-10-22;woensdag;True;10;5.6;6.4;-0.7;4895;0.883;0.9454809564527594;4894.666666666666;False;;False;;True;herfst;0.9454809564527594;41.6;101.6;07:18
2025-10-23;donderdag;True;10;6.7;6.7;0.4;4907;1.056;0.9477989429981354;4906.666666666667;False;;False;;True;herfst;0.9477989429981354;42.2;102.2;07:17
2025-10-24;vrijdag;True;10;6.5;6.5;0.2;2646;1.024;0.5110516447402309;2645.6666666666665;False;;False;;True;herfst;0.5110516447402309;1.9;61.9;07:58
2025-10-25;zaterdag;False;10;6.4;6.4;0.0;2420;1.005;0.46746061998413463;2420.0;False;;False;;False;herfst;0.46746061998413463;1.2;61.2;07:58
2025-10-26;zondag;False;10;6.3;6.3;0.0;1549;1.001;0.2992134298989358;1549.0;False;;False;;False;herfst;0.2992134298989358;0.1;60.1;07:59
2025-10-27;maandag;True;10;6.5;6.6;0.1;4917;1.02;0.9497949869677645;4917.0;True;Herfstvakantie;False;;False;herfst;0.9497949869677645;42.6;102.6;07:17
2025-10-28;dinsdag;True;10;6.7;6.8;0.4;4897;1.061;0.945996064573954;4897.333333333333;True;Herfstvakantie;False;;False;herfst;0.945996064573954;41.8;101.8;07:18
2025-10-29;woensdag;True;10;6.8;6.8;0.5;4952;1.072;0.9565557810584442;4952.0;True;Herfstvakantie;False;;False;herfst;0.9565557810584442;44.1;104.1;07:15
2025-10-30;donderdag;True;10;6.8;6.8;0.5;4937;1.077;0.9537226863918735;4937.333333333333;True;Herfstvakantie;False;;False;herfst;0.9537226863918735;43.5;103.5;07:16
2025-10-31;vrijdag;True;10;6.6;6.6;0.3;4225;1.045;0.8161888180329051;4225.333333333333;True;Herfstvakantie;False;;False;herfst;0.8161888180329051;20.0;80.0;07:40
2025-11-01;zaterdag;False;11;6.3;6.3;0.0;1912;1.002;0.369332522896556;1912.0;True;Herfstvakantie;True;Allerheiligen;False;herfst;0.369332522896556;0.4;60.4;07:59
2025-11-02;zondag;False;11;6.3;6.3;0.0;1226;1.0;0.23682095871923517;1226.0;True;Herfstvakantie;False;;False;herfst;0.23682095871923517;0.0;60.0;08:00
2025-11-03;maandag;True;11;6.6;6.6;0.3;4970;1.048;0.9600327608765079;4970.0;False;;False;;True;herfst;0.9600327608765079;45.0;105.0;07:15
2025-11-04;dinsdag;True;11;6.6;6.7;0.3;4633;1.047;0.8948715835453862;4632.666666666667;False;;False;;True;herfst;0.8948715835453862;31.6;91.6;07:28
2025-11-05;woensdag;True;11;6.7;6.7;0.4;5027;1.062;0.9710431969670434;5027.0;False;;False;;True;herfst;0.9710431969670434;47.6;107.6;07:12
2025-11-06;donderdag;True;11;6.6;6.6;0.3;4914;1.046;0.9492154903314205;4914.0;False;;False;;True;herfst;0.9492154903314205;42.5;102.5;07:17
2025-11-07;vrijdag;True;11;6.5;6.7;0.2;4870;1.028;0.9407805948468584;4870.333333333333;False;;False;;True;herfst;0.9407805948468584;40.6;100.6;07:19
2025-11-08;zaterdag;False;11;6.4;6.4;0.1;2722;1.009;0.5257966147094275;2722.0;False;;False;;False;herfst;0.5257966147094275;2.2;62.2;07:57
